Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Sam Haggerty","SEA",42.9779,136.359,120.613,28.7882,19.0819,6.18405,0.98415,2.53811,16.6419,12.0006,12.034,0.246555,30.6905,1.75596,0.937675,1.01849,1.48099,8.35604,1.29919,0.238683,0.0882526,0.225072,0.392109,0.314601,0.369404,0.30083,0.684005,0.130721,7.18515,0.29721,-0.36425,0.871466,14.6277,-1.98685,93.8406,0.507216,0.0994193,-0.49914491176605225,-1.359707422554493,0.276622,999,3.21585,0.850235,1.83097,"18054"
"Brooks Lee","MIN",26.5078,104.855,95.8727,23.5341,15.2537,5.50851,0.35457,2.41729,11.7257,10.9218,7.72954,0.0965355,20.0132,0.533092,0.463287,0.256399,2.22082,0.694104,0.280226,0.245472,0.0737164,0.190866,0.386221,0.303988,0.385966,0.300595,0.689954,0.140494,3.64918,0.285727,-0.0217363,-0.159909,11.2277,-1.54827,90.6891,-0.181645,-0.153212,-1.3514499366283417,0.528573289513588,0.273192,999,2.90689,-0.785214,1.78224,"sa3019973"
"Rougned Odor",,54.0903,159.671,143.196,30.9751,18.2725,7.06155,0.533379,5.10766,17.9785,18.7653,13.0668,0.154053,38.129,2.71563,0.616423,0.0752836,2.35826,1.72593,0.696415,0.216312,0.0818362,0.238798,0.342701,0.292976,0.380082,0.294401,0.673057,0.16377,4.12941,0.257192,0.0735436,-0.209966,16.2758,-3.17908,83.8378,-0.136422,0,-3.280988797545433,0.5866791605949402,0.272953,999,1.90907,-2.133,1.40005,"12282"
"Daniel Vogelbach",,51.3552,198.71,168.095,38.8357,24.0696,6.62996,0.432428,7.70367,22.5798,25.5306,28.6992,0.76311,49.5258,1.01132,0.725379,0.17993,3.64948,0.0560072,0.0999431,0.231035,0.144427,0.249236,0.579479,0.345268,0.41311,0.332617,0.758377,0.182075,1.9941,0.278984,-0.491121,-0.439485,26.5621,2.35036,109.884,-0.930605,0,1.462712287902832,-5.5476298332214355,0.266713,750.9099731445312,2.41463,0.126014,1.22423,"14130"
"Osleivis Basabe","TBR",26.0916,96.6334,89.1846,23.0003,16.5876,4.95459,0.667411,0.790674,10.7632,9.34658,5.78998,0.04108,18.4705,0.781399,0.675979,0.201407,1.90242,1.9515,0.672294,0.257895,0.059917,0.19114,0.313472,0.306658,0.355013,0.290495,0.661671,0.097118,5.31917,0.314586,-0.0124,-0.0715875,9.53678,-2.23744,81.1759,-0.0839875,0.373203,-2.300537422299385,1.5811465680599213,0.256057,999,2.49336,1.17274,1.89998,"23985"
"Curtis Mead","TBR",46.3282,190.808,171.462,44.0432,28.5084,10.3667,0.464875,4.70316,22.0465,21.7914,15.8026,0.536349,39.3963,2.14108,1.23685,0.165528,3.94067,1.87389,0.553542,0.256868,0.0828191,0.206471,0.401118,0.325147,0.40504,0.317646,0.730187,0.148172,3.71513,0.305911,-0.16963,-0.212646,23.1335,-0.115405,99.6811,-0.382276,0.105407,-0.45643147081136703,-3.469296410679817,0.255782,485.82000732421875,7.3228,0.871833,1.48053,"23986"
"Enmanuel Valdez","BOS",42.5327,153.933,139.226,34.2367,20.5516,7.76821,0.60881,5.30808,18.3712,19.0581,12.6244,0.16314,36.8279,1.00969,0.771294,0.30109,2.79048,2.87267,0.813466,0.245907,0.0820123,0.239247,0.342794,0.311594,0.424825,0.317963,0.736419,0.178918,4.85236,0.295607,-0.211893,-0.0309597,18.7031,-0.0526912,95.2494,-0.242852,-0.546695,-1.119071900844574,-1.5706307291984558,0.253311,690.9099731445312,4.60047,2.8674,1.55644,"21716"
"Rodolfo Castro","PHI",31.3729,111.913,101.497,22.3109,14.1508,4.23804,0.195672,3.72636,12.2792,12.2605,8.59648,0.126287,32.8496,1.3609,0.390955,0.0674954,1.9984,1.14978,0.593798,0.219819,0.0768141,0.293529,0.261692,0.288508,0.375572,0.290167,0.66408,0.155753,3.63333,0.284551,-0.0848062,-0.205458,11.0142,-2.62174,79.1291,-0.290264,1.08011,-3.183868259191513,1.8870269060134888,0.250768,999,4.24967,-0.399911,1.66601,"21987"
"Braden Shewmake","CHW",46.035,141.827,131.682,29.3252,19.0574,5.97555,0.725889,3.56634,15.3841,13.5378,7.99638,0.0313634,31.7408,1.14465,0.838448,0.165512,1.57178,3.2838,0.54632,0.222697,0.0563812,0.223799,0.251928,0.271536,0.360349,0.274737,0.631885,0.137652,5.54696,0.264972,-0.164447,0.209139,12.1408,-5.14003,70.4354,0.0446914,1.41057,-5.064679771661758,2.7299115657806396,0.248278,743.27001953125,3.15274,-0.739916,1.61294,"25817"
"Jordan Luplow","ATL",32.913,109.845,96.4275,21.17,12.4447,4.46952,0.108454,4.14737,13.4165,13.0667,11.6331,0.252215,28.1132,1.01334,0.689146,0.0815044,1.60697,1.46965,0.274992,0.219544,0.105905,0.255936,0.413794,0.308086,0.397175,0.307545,0.705261,0.177631,3.94372,0.262469,-0.124011,-0.0135257,12.3959,-0.987994,89.8944,-0.137537,1.87978,-1.512713611125946,0.24315667152404785,0.246464,999,3.50245,-1.76597,1.64565,"16424"
"Wade Meckler","SFG",30.0039,96.7708,85.8501,23.5084,17.3293,4.73953,0.618368,0.821265,11.8664,8.87457,9.29859,0.04206,23.273,1.12567,0.496501,0,1.44113,1.29304,0.268965,0.273831,0.0960888,0.240496,0.399544,0.35065,0.372143,0.32114,0.722793,0.0983116,4.94976,0.364439,0.0614649,-0.0684355,12.0132,0.222234,102.062,-0.00697057,0,0.2361834915354848,-1.0666977167129517,0.245442,750.6400146484375,1.47762,-0.656164,1.92765,"31490"
"Garrett Cooper",,88.3714,352.595,316.847,79.5095,52.1594,15.3303,0.828189,11.1915,38.3192,42.9654,28.7227,0.28072,97.3467,4.53815,2.23723,0.249579,7.39773,0.223182,0.251699,0.25094,0.081461,0.276087,0.295056,0.320056,0.410516,0.317884,0.730572,0.159576,2.31012,0.32448,-0.84959,-0.717611,42.818,-0.143666,99.843,-1.5672,-0.4983,-1.6346420273184776,-7.966486275196075,0.238646,599.6900024414062,2.39812,-1.33426,0.75861,"15279"
"Alex Call","WSN",50.7983,189.495,163.598,37.0508,24.1988,7.68737,0.451259,4.71336,21.2878,18.1192,20.7201,0.142547,36.0382,3.01978,1.24601,0.91163,2.06431,4.22343,1.57942,0.226475,0.109343,0.19018,0.574947,0.322354,0.365413,0.30558,0.687767,0.138938,4.33739,0.260592,-0.0421001,-0.190226,21.0754,-2.01352,89.6037,-0.232326,0.335727,-2.6729260683059692,-1.3889077603816986,0.23854,748.6699829101562,4.12319,0.541069,1.43898,"19296"
"Austin Hedges","CLE",56.384,189.696,170.675,33.2794,24.4993,5.18995,0.0638624,3.52636,15.5607,16.3694,11.6798,0.142408,47.1976,2.30544,1.79275,3.24283,4.16218,0.795612,0.567883,0.194987,0.0615712,0.248806,0.247466,0.253493,0.288127,0.241245,0.54162,0.0931403,2.32185,0.24439,-0.0862302,-0.376,10.9621,-12.1513,50.3667,-0.46223,3.33882,-11.743678033351898,7.689435958862305,0.23841,999,1.96638,-0.0512206,1.31831,"12976"
"Mickey Moniak","LAA",93.8686,373.489,349.227,82.7953,48.5416,16.8157,2.97069,14.4674,42.6097,45.3303,16.7372,1.18123,119.961,3.57081,1.6751,2.27941,3.41809,5.58518,1.844,0.237082,0.044813,0.321189,0.139522,0.27775,0.426527,0.299509,0.704277,0.189445,5.55903,0.315641,-0.119648,-0.18267,39.6557,-5.85179,86.724,-0.302319,-0.698083,-6.243577063083649,-4.120114266872406,0.231935,425.489990234375,5.06036,-1.60631,0.634691,"19956"
"Eguy Rosario","SDP",43.4327,155.983,142.151,33.1876,21.3941,7.54599,0.836843,3.41075,17.1127,15.8681,11.5031,0.613191,39.1296,1.27835,0.904571,0.145769,2.50879,3.20446,1.38809,0.233468,0.073746,0.250859,0.293974,0.294982,0.370308,0.289397,0.66529,0.13684,5.14076,0.296243,0.0353598,-0.203592,15.2516,-3.75393,80.4271,-0.168232,0.228936,-3.8884390890598297,0.8991932719945908,0.231033,743.5599975585938,3.50752,1.18688,1.57882,"19964"
"Eric Haase","MIL",33.0364,120.82,111.666,24.7319,16.6054,4.28103,0.251522,3.5939,12.3197,13.7214,8.14075,0.117846,35.6715,0.391224,0.462235,0.159443,2.43289,0.537342,0.170918,0.221481,0.0673794,0.295246,0.228214,0.275682,0.360877,0.277444,0.636558,0.139396,3.0367,0.290106,-0.0663949,-0.157451,10.6142,-4.10702,70.9002,-0.223846,0.221071,-4.5794247686862946,2.7701773047447205,0.229922,698.8200073242188,6.23701,0.140365,1.62055,"14111"
"Alec Burleson","STL",60.0409,226.872,208.076,53.8982,36.6044,10.8809,0.555472,5.85746,24.8798,26.9692,14.9014,0.0731371,34.3522,1.91038,1.68256,0.302229,5.36854,2.02229,0.325646,0.259032,0.0656818,0.151416,0.433782,0.312089,0.401116,0.309736,0.713205,0.142084,3.68636,0.283345,-0.461457,-0.144004,26.0154,-1.62764,94.2898,-0.60546,-0.486674,-2.1840503811836243,-3.2663434445858,0.22608,621.6400146484375,4.79997,0.396893,1.36507,"27615"
"Colton Cowser","BAL",46.7066,168.796,145.505,33.935,23.1945,6.88761,0.227039,3.62585,21.0853,16.9104,18.8725,0.19416,49.9249,2.4305,1.82137,0.166233,2.62158,2.32491,0.373046,0.233222,0.111807,0.29577,0.378018,0.32757,0.358435,0.305293,0.686005,0.125213,4.39303,0.323208,-0.203613,-0.0338347,18.7329,-1.83392,94.9516,-0.237448,-0.573247,-1.2584939002990723,-2.211385488510132,0.225871,524.3099975585938,5.07905,0.167328,1.46772,"29591"
"Jurickson Profar",,93.8105,379.509,332.921,79.3715,53.0176,17.5108,1.09436,7.74867,43.8945,35.5232,39.0177,0.0578498,64.0234,4.03441,2.3164,1.2191,7.18554,2.74618,0.87606,0.238409,0.102811,0.168701,0.609428,0.323624,0.367405,0.306311,0.691029,0.128996,3.75973,0.271849,-0.175039,-0.560313,42.4386,-3.8023,91.9552,-0.735352,-1.23638,-4.455604076385498,-6.222882151603699,0.22251,688.4000244140625,3.57514,-0.202228,0.681259,"10815"
"Juan Brito","CLE",15.22,45.4953,39.5657,9.9714,6.68479,2.24977,0.113247,0.923601,5.3143,5.32389,5.5998,0.0441743,9.86894,0.329747,0,0,0.776926,0.508099,0.188859,0.252021,0.123085,0.216922,0.567417,0.349508,0.384638,0.326328,0.734145,0.132616,3.8448,0.314452,0.0802414,-0.0749482,5.84385,0.300511,109.34,0.00529323,0,0.514425678178668,0.1671636998653412,0.222104,999,1.857,0.764008,2.02267,"sa3009808"
"Garrett Stubbs","PHI",33.8048,117.967,103.645,22.6441,15.5644,4.2854,0.788024,2.00619,13.2104,10.949,11.0094,0.0432099,28.1798,1.0994,0.675439,1.53737,1.36332,1.69976,0.419342,0.218477,0.093326,0.23888,0.390682,0.298488,0.333099,0.281414,0.631587,0.114622,5.37143,0.278384,-0.0571247,-0.0499362,10.7524,-3.62114,73.261,-0.107061,-0.40056,-4.0147745460271835,2.2078374922275543,0.220463,748.760009765625,1.75554,2.24369,1.67616,"18067"
"Jacob Amaya","MIA",53.6794,186.316,167.297,38.2132,26.9255,7.49184,0.731537,3.06436,19.8947,17.3667,16.1762,0.0431971,38.5742,1.1472,1.33595,0.359762,2.67435,3.41829,0.278725,0.228416,0.0868213,0.207037,0.419352,0.298655,0.336894,0.282012,0.635549,0.108478,5.17518,0.276776,-0.489619,0.225405,17.0748,-5.62663,73.7397,-0.264214,-0.207245,-6.3255451917648315,2.190714955329895,0.220463,748.8699951171875,4.24285,1.34248,1.46396,"23296"
"Curt Casali",,30.5886,99.3434,85.3768,17.3288,11.846,3.12069,0.0489651,2.31322,9.65893,9.53367,10.5211,0.0970221,27.7088,1.61776,0.744097,1.08363,1.30462,0.134789,0.14114,0.202969,0.105907,0.278919,0.379703,0.299896,0.321951,0.279916,0.621847,0.118982,1.76997,0.267664,-0.109197,-0.216673,8.93135,-3.17307,73.9652,-0.32587,-0.0552927,-3.4774613082408905,2.3049370236694813,0.220064,999,1.45134,-0.556064,1.70703,"12510"
"Miles Mastrobuoni","CHC",27.4338,90.9013,80.6804,20.3129,14.9362,4.03544,0.338865,1.00246,11.2588,7.21073,9.43446,0.0352387,22.0655,0.190978,0.114759,0.48065,1.20644,4.10493,0.809542,0.25177,0.103788,0.242741,0.427566,0.331101,0.347463,0.30338,0.678564,0.0956928,6.02426,0.334512,-0.252535,0.290318,9.94376,-1.13203,89.9573,0.0377824,-0.145116,-1.07460056245327,0.18416568636894226,0.219557,999,4.31527,3.20826,1.95705,"20017"
