Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Chris Taylor","LAD",108.879,423.096,372.51,86.0675,51.6162,18.9958,1.94351,13.512,53.4262,51.2361,42.6,1.31877,134.346,4.90598,2.37421,0.705564,3.97921,12.0039,2.7209,0.231047,0.100686,0.317531,0.317091,0.316232,0.401294,0.312529,0.717526,0.170247,5.79395,0.31959,-0.256293,0.498763,49.4978,-2.05398,96.1934,0.24247,0.193194,-1.7200476676225662,1.4466967433691025,1.40794,387.55999755859375,4.1429,0.115404,0.631267,"13757"
"Brendan Rodgers","COL",121.865,510.063,466.772,128.555,85.253,27.0626,2.3548,13.8844,61.6896,60.1855,34.495,0.458121,98.2453,5.67402,2.81549,0.30667,13.7377,0.440061,0.292631,0.275412,0.0676288,0.192614,0.351111,0.330989,0.432717,0.330305,0.763706,0.157305,2.89455,0.320794,0.146277,-0.998363,67.2022,5.05399,91.6151,-0.852086,0.998478,-6.150420665740967,2.879116714000702,1.40611,346.7300109863281,3.16231,-0.765955,0.776057,"17907"
"Mitch Garver","SEA",103.603,421.156,366.03,86.0133,50.883,15.3397,0.287444,19.5031,51.2868,56.0961,47.81,0.780529,107.284,4.74856,2.38082,0.186188,6.40033,0.939228,0.293349,0.23499,0.113521,0.254738,0.445638,0.329173,0.438317,0.332464,0.767491,0.203328,2.23897,0.275264,-0.396657,-0.726986,56.2433,4.92799,115.767,-1.12364,-0.326457,6.832668900489807,-7.074680507183075,1.40274,186.22000122070312,3.76196,-0.256272,0.483216,"15161"
"Christopher Morel","CHC",129.854,535.956,480.859,116.697,65.0162,22.4519,3.45124,25.7776,72.3825,73.8014,45.9445,0.469758,162.661,3.82446,2.93081,2.39724,7.68459,10.1683,3.42284,0.242684,0.0857243,0.303497,0.282455,0.311992,0.464552,0.331655,0.776543,0.221868,5.49046,0.307835,0.375346,-0.291861,71.2145,5.91138,109.229,0.0834855,-0.795986,6.1107267588377,-10.301774382591248,1.40011,204.5800018310547,4.00929,1.18845,0.628221,"21897"
"Ezequiel Tovar","COL",145.41,612.792,572.482,150.671,97.8604,32.8661,3.71749,16.227,78.8165,70.5585,30.5649,0.352449,148.312,4.74281,2.84489,2.15703,8.41044,13.334,4.03034,0.263189,0.0498781,0.242027,0.206085,0.304566,0.418621,0.311436,0.723188,0.155432,5.6536,0.327283,-0.470665,-0.05768,71.1339,-3.53117,78.9655,-0.528345,2.84046,-16.496826648712158,9.572417736053467,1.39072,190.3800048828125,3.91366,0.419561,0.409758,"24064"
"Jon Berti","MIA",110.295,420.847,376.961,97.6094,71.7291,16.6616,2.79665,6.42206,51.416,34.3066,36.1343,0.6541,84.5872,3.79598,2.55017,1.40612,7.93736,21.9375,5.07585,0.258938,0.0858608,0.200993,0.427184,0.327912,0.369085,0.307391,0.696997,0.110147,6.38652,0.316072,0.360622,1.38978,47.4388,-3.83901,90.7533,1.7504,-0.700424,-3.0705161094665527,2.6488268971443176,1.38726,412.8900146484375,2.62847,0.085107,1.50572,"12037"
"Austin Wells","NYY",86.8456,341.826,305.277,70.8159,41.9932,15.4076,0.954506,12.4606,38.6112,44.3092,29.5758,0.802161,82.6774,3.54758,2.8211,0.605353,6.81407,3.65907,0.926073,0.231973,0.086523,0.241869,0.357726,0.30461,0.41115,0.309304,0.71576,0.179177,4.01855,0.274021,-0.0221688,-0.231662,39.0745,-2.57507,93.9952,-0.253831,-1.20963,-2.7550004422664642,4.8481175899505615,1.36824,303.489990234375,3.33777,-0.287176,0.643474,"27562"
"Marcell Ozuna","ATL",130.239,543.696,489.04,124.513,72.0972,22.1099,0.840621,29.4657,72.1252,82.3942,48.1175,1.03844,125.563,2.97871,3.02253,0.536821,9.55831,0.918591,0.568988,0.254608,0.0885007,0.230944,0.383213,0.323311,0.484012,0.343879,0.807324,0.229405,2.45694,0.282012,-0.339218,-0.997658,77.7623,11.5161,114.252,-1.33688,0.0373936,8.262760519981384,-13.118039086461067,1.36238,168.50999450683594,2.92238,-0.876957,0.908397,"10324"
"Harrison Bader","NYM",105.916,410.714,375.761,91.5925,61.5887,17.108,2.09337,10.8023,50.1288,44.3884,25.0971,0.576146,79.487,5.49074,3.39512,0.970588,5.45998,20.6819,4.32424,0.243752,0.0611059,0.193534,0.315738,0.298187,0.386667,0.297229,0.684855,0.142915,6.42939,0.27968,-0.355928,1.60541,42.8302,-7.21291,85.7651,1.24949,3.80785,-5.874635934829712,5.442360520362854,1.35009,374.2699890136719,2.66321,-1.13803,1.15788,"18030"
"Lourdes Gurriel Jr.","ARI",129.2,535.857,493.713,136.744,89.0488,30.0549,1.47248,16.168,63.5299,69.5843,32.5311,0.619822,94.0521,5.08069,3.56204,0.969546,12.411,4.38825,1.48942,0.276971,0.0607086,0.175517,0.345884,0.325968,0.442054,0.330505,0.768022,0.165083,3.50703,0.311522,-0.766454,-0.72216,70.6894,5.39839,106.472,-1.48861,0.206768,2.8079768419265747,-7.535493418574333,1.3485,232.6199951171875,2.32031,0.35886,0.69969,"19238"
"Esteury Ruiz","OAK",123.64,493.172,444.312,109.792,76.1572,23.599,2.21969,7.81621,59.0286,40.3686,30.1785,0.345872,102.714,12.1657,1.8861,4.62964,5.39965,53.8581,9.10433,0.247106,0.0611927,0.208272,0.293812,0.311409,0.362986,0.297632,0.674395,0.11588,7.39531,0.3038,-2.11874,6.01848,51.5942,-8.49591,91.9809,3.89974,-2.40568,-0.8389146327972412,-2.40567642099483,1.34732,134.47000122070312,1.97031,0.0537184,2.76492,"21780"
"Ryan Noda","OAK",125.841,517.63,434.144,94.7315,55.5045,20.3106,1.09109,17.8253,62.0537,54.6502,70.0135,1.49809,170.797,9.29648,2.85592,1.31968,6.39882,4.97887,1.62416,0.218203,0.135258,0.32996,0.409922,0.337087,0.393188,0.322663,0.730275,0.174985,3.81843,0.309634,-0.205393,-0.716969,64.9139,1.8437,109.331,-0.922362,0.92753,4.864921987056732,-9.034619152545929,1.33793,443.30999755859375,2.79919,0.589893,0.709138,"23312"
"Luis Urías","SEA",91.074,352.793,305.436,68.7845,44.0195,13.4022,0.905874,10.4569,38.8342,36.5385,36.1845,0.336959,81.4655,8.52403,2.03172,0.616844,6.44804,1.57098,0.788783,0.225201,0.102566,0.230916,0.44417,0.322262,0.37772,0.309888,0.699982,0.152519,3.18914,0.270605,-0.0243896,-0.699797,40.4992,-2.48655,100.119,-0.724187,0.697011,-0.6739767789840698,2.1024733781814575,1.3377,544.4400024414062,3.52362,-0.682255,0.622063,"16622"
"Jake Rogers","DET",88.8983,329.924,296.271,64.3163,36.1872,11.9592,1.4478,14.7221,38.7784,41.7073,26.4557,0.395645,106.19,2.95302,1.72893,2.51482,3.81105,1.60563,0.769952,0.217086,0.0801874,0.321864,0.249135,0.286263,0.4163,0.302331,0.702563,0.199213,3.91228,0.280055,0.016546,-0.506231,35.8031,-4.39613,90.3082,-0.489685,1.00329,-4.321028381586075,6.443530917167664,1.32943,328.30999755859375,2.77329,2.38882,0.643748,"19452"
"Nolan Schanuel","LAA",117.955,482.954,411.344,109.125,79.0541,19.1253,1.86093,9.08426,62.609,45.0454,61.3057,1.42746,76.9431,6.99928,2.04019,1.26531,9.48418,2.51584,0.928683,0.265288,0.126939,0.159318,0.796767,0.368349,0.387084,0.336133,0.755432,0.121796,3.47324,0.3056,-0.0539802,-1.01323,65.9679,7.12269,112.109,-1.06721,0.0408378,5.939788818359375,-9.06060354411602,1.32504,422.7099914550781,2.97685,-0.529779,0.789799,"33189"
"Pete Crow-Armstrong","CHC",104.865,346.078,309.206,76.8357,49.8955,14.7706,3.17335,8.99625,47.3185,38.3763,24.8739,0.648363,97.5353,4.55234,1.5713,5.87491,3.54976,17.0506,4.20015,0.248494,0.0718737,0.28183,0.255025,0.312348,0.404073,0.310928,0.716421,0.155579,7.32575,0.332146,-1.03981,1.03115,40.0274,-2.14024,95.1022,-0.00866009,1.931,-2.0740816676989198,3.549294114112854,1.32105,357.6700134277344,3.9553,-0.179859,1.17059,"27769"
"Ty France","SEA",144.274,602.242,539.419,140.381,96.8657,28.0083,0.895495,14.6113,69.6219,65.2232,39.7854,0.803656,102.326,18.6531,3.73892,0.645225,15.8665,0.760016,0.278531,0.260244,0.0660622,0.169909,0.38881,0.330486,0.396749,0.319046,0.727235,0.136505,2.3512,0.295081,-1.38626,-1.156,73.7152,0.335531,106.466,-2.54226,1.85211,2.1237010955810547,-9.42858636379242,1.31196,313.4700012207031,1.5077,-0.420428,0.447938,"17982"
"Jose Siri","TBR",118.833,458.086,424.085,94.2079,53.3991,18.1588,2.61801,20.0319,60.5126,56.8802,26.4779,0.351466,157.17,3.8392,2.67257,1.01115,4.75996,16.2695,3.65342,0.222144,0.0578013,0.343102,0.168467,0.272439,0.419016,0.295439,0.691455,0.196872,6.84498,0.297232,0.307201,1.06954,47.0894,-8.72569,84.5453,1.37675,2.95482,-7.249919652938843,4.78865373134613,1.30845,294.3999938964844,3.63968,1.71781,0.956126,"17452"
"Parker Meadows","DET",123.683,511.359,457.384,105.306,67.0795,20.6204,4.51229,13.0933,61.1063,49.4124,43.7944,1.23768,123.601,4.2389,3.99058,1.95105,4.62769,14.9014,2.82303,0.230234,0.0856431,0.241712,0.354319,0.301014,0.380928,0.296867,0.681942,0.150694,6.444,0.284009,-0.484433,0.911328,53.1723,-9.13385,86.5215,0.426895,1.46511,-7.8315726816654205,3.373797297477722,1.28796,286.2900085449219,3.23922,-0.536467,0.825305,"23800"
"Jordan Walker","STL",131.07,539.173,484.329,129.653,84.5384,25.1671,2.34024,17.6077,65.3678,63.558,43.5522,1.06562,121.824,6.84803,3.37104,1.07257,9.99527,10.084,2.90863,0.267697,0.0807758,0.225946,0.3575,0.334609,0.438388,0.33407,0.772997,0.170691,4.74463,0.321722,-0.48268,-0.242377,72.7232,7.02812,110.875,-0.725057,-5.03678,6.419621169567108,-12.103673458099365,1.26214,127.08999633789062,2.6165,-0.419313,0.38588,"27475"
"Ramón Laureano","CLE",108.498,453.513,404.487,94.2437,57.6256,20.7613,2.102,13.7548,55.0448,49.6256,35.6647,0.241228,121.756,11.1736,1.93722,0.250017,7.80029,12.7134,3.49006,0.232996,0.0786411,0.268472,0.292921,0.311259,0.396733,0.309711,0.707992,0.163737,5.57001,0.297101,-0.344351,0.266561,51.9949,-3.26301,97.8222,-0.07779,1.9341,-1.2611914798617363,-1.6477304697036743,1.24643,442.3999938964844,4.83361,-0.473514,0.671229,"17128"
"Dylan Carlson","STL",94.1612,371.752,325.01,81.1663,51.5697,18.7957,1.98516,8.81574,44.5797,40.2921,36.5988,0.702375,73.0546,6.25906,3.45362,0.430268,5.74162,3.73109,0.972533,0.249735,0.0984495,0.196514,0.500979,0.334007,0.401155,0.321613,0.735162,0.151421,4.59302,0.2934,0.0623207,-0.386432,46.2957,0.99986,102.385,-0.324111,-0.0637712,0.7561145126819611,-0.992805577814579,1.23743,608.0700073242188,2.99872,-0.255544,0.729091,"20126"
"Jordan Lawlar","ARI",94.2792,357.532,320.076,77.6338,52.3064,14.8982,2.24467,8.18456,45.9406,36.6272,29.4218,0.566629,89.3949,5.50918,1.96506,0.560544,4.2324,14.7417,2.84603,0.242549,0.0822913,0.250033,0.329121,0.315333,0.379832,0.30498,0.695165,0.137284,6.46675,0.309405,-0.887996,1.07928,39.5859,-3.97727,89.3608,0.191286,0.583568,-4.521125301718712,4.718620836734772,1.23397,313.7300109863281,6.07565,0.196366,1.10216,"29976"
"Yan Gomes","CHC",97.7211,368.172,340.29,85.7091,59.1334,16.0331,1.06418,9.47842,37.7506,45.0762,17.7518,0.549948,71.3994,5.67185,3.62283,0.835897,8.48628,1.14149,0.369876,0.251871,0.0482161,0.193929,0.248627,0.297092,0.388803,0.296856,0.685895,0.136932,3.0739,0.289812,-0.609113,-0.559693,38.2798,-6.57989,85.5107,-1.16881,0.53802,-7.669101595878601,7.484899342060089,1.23052,356.6199951171875,2.3359,-0.491441,0.767338,"9627"
"Lane Thomas","WSN",141.103,602.003,546.722,136.448,83.128,29.6138,2.78319,20.9233,77.9669,69.1613,43.2194,0.0946622,150.242,6.5274,4.61547,0.918062,7.75539,14.8458,4.23782,0.249575,0.0717926,0.24957,0.287665,0.309765,0.428734,0.318215,0.738499,0.179159,5.42863,0.303875,-0.215758,0.15738,73.2709,-0.0795938,98.074,-0.0583772,-1.22462,-1.4947512857615948,-6.704298973083496,1.22697,115.52999877929688,1.79156,-0.461069,0.463638,"16939"
"Jackson Chourio","MIL",124.085,506.041,467.874,118.451,77.3829,23.6508,2.34084,15.0767,60.6948,61.3029,30.1508,1.21944,108.944,3.13969,3.45001,1.42647,7.38737,19.7926,4.44014,0.253169,0.0595816,0.215287,0.276754,0.300708,0.410397,0.305942,0.711105,0.157228,5.90928,0.297649,-1.07566,1.24108,56.4331,-5.22513,90.0046,0.165422,-0.175963,-6.100776627659798,1.1644618660211563,1.22641,140.1999969482422,3.3096,0.941136,0.749511,"sa3015704"
"Eloy Jiménez","CHW",125.9,524.663,480.557,131.008,84.7636,23.2805,0.38727,22.5764,60.4495,72.638,37.0455,1.2407,106.675,3.09729,3.72266,0.240707,12.6513,0.151969,0.218422,0.272616,0.0706081,0.20332,0.347276,0.32636,0.463612,0.337895,0.789972,0.190996,1.58669,0.305416,-0.0844927,-1.01466,72.4329,8.50568,113.482,-1.09915,-0.369509,7.519955039024353,-13.07650512456894,1.22564,238.17999267578125,3.96201,0.333529,0.777021,"17484"
"Kevin Kiermaier","TOR",106.482,394.942,359.416,87.5293,59.2156,17.4718,4.0235,6.81843,48.2334,37.4288,28.3881,0.572682,91.2874,3.61503,2.56509,0.958045,7.13106,11.3793,2.35141,0.243532,0.0718791,0.231141,0.310975,0.303394,0.371445,0.294727,0.674839,0.127913,6.55249,0.305867,-0.438924,0.584938,40.365,-7.7564,86.7248,0.146014,3.33424,-6.136102795600891,4.977491140365601,1.22253,530.8900146484375,2.78764,1.34681,0.953506,"11038"
"Mark Canha","DET",127.188,511.967,439.665,112.321,76.066,22.798,1.79416,11.663,59.0213,55.2695,52.1225,0.467133,88.3104,15.2036,4.41012,0.56554,9.25322,7.23012,1.70319,0.25547,0.101808,0.172493,0.590219,0.351285,0.395066,0.330101,0.74635,0.139596,4.289,0.292525,-0.728595,-0.374113,67.3662,4.986,109.557,-1.10271,-2.64009,4.759719252586365,-9.923005819320679,1.21967,418.2200012207031,2.38568,0.797567,0.423548,"11445"
"Luis Campusano","SDP",113.473,442.623,405.814,106.15,72.8568,18.9353,0.758362,13.5999,50.1209,55.2778,27.9209,0.512907,76.4641,5.07072,3.28257,0.534696,13.1266,0.557899,0.300789,0.261574,0.0630805,0.172752,0.365151,0.314738,0.412509,0.314895,0.727247,0.150935,2.39987,0.290097,-0.538248,-0.827,52.6518,-1.2793,97.8055,-1.36525,-2.47681,-2.5488568544387817,-0.445507287979126,1.20284,193.1999969482422,3.30276,0.425263,0.585326,"22217"
"Michael Massey","KCR",110.496,440.776,403.027,99.877,62.8877,21.9801,1.25555,13.7536,48.5386,53.3667,26.0959,1.08469,95.0269,5.73545,3.98829,1.92941,4.42033,6.27887,1.75817,0.247817,0.0592045,0.21559,0.274616,0.300124,0.410962,0.305969,0.711086,0.163145,4.35385,0.288777,-0.0542949,-0.207775,49.1645,-4.54145,91.7219,-0.26207,-0.0824224,-4.708233803510666,1.6227687448263168,1.18749,397.9599914550781,2.72418,-0.320657,0.468522,"27684"
"Mike Yastrzemski","SFG",120.116,479.712,417.721,95.7933,52.5422,24.0744,1.80948,17.3672,60.2008,55.6541,52.2566,1.90929,122.802,5.29167,2.97062,1.47241,5.47443,3.33336,1.26747,0.229324,0.108933,0.255992,0.425533,0.320637,0.420348,0.320862,0.740985,0.191025,3.98232,0.279572,0.156654,-0.701848,59.4409,0.990779,101.872,-0.545193,0.304147,0.549290120601654,-4.960175007581711,1.1874,496,1.8133,-0.819316,0.40297,"14854"
"Kerry Carpenter","DET",130.092,540.141,489.777,126.119,77.1498,23.6368,2.39755,22.9349,67.0643,73.3295,38.5763,2.64432,131.71,8.41098,3.24349,0.133576,7.07159,5.60049,1.86816,0.257503,0.071419,0.243844,0.292889,0.320563,0.456036,0.331848,0.776599,0.198533,4.24205,0.30494,-0.653699,-0.604531,71.857,6.04396,110.767,-1.25823,-0.33442,5.710387110710144,-12.32575723528862,1.17032,225.82000732421875,2.83533,0.854516,0.367221,"25961"
"Christian Encarnacion-Strand","CIN",108.573,444.428,405.44,107.944,63.0616,20.69,1.49143,22.7014,57.8306,69.0412,30.3011,1.37337,118.575,6.28905,1.9448,0.452856,7.06779,2.62597,0.840115,0.26624,0.0681801,0.266805,0.255543,0.325547,0.492605,0.347762,0.818151,0.226364,3.51537,0.320333,-0.363379,-0.586646,64.9978,10.8469,113.158,-0.950026,0.193387,6.294298052787781,-9.697516068816185,1.17003,168.02000427246094,4.11416,0.103437,0.619392,"30011"
"Andrew Vaughn","CHW",143.026,597.638,543.393,141.879,89.5332,28.992,1.22975,22.1238,69.4448,76.1049,39.9348,0.497485,116.828,9.53666,3.98628,0.787099,12.8511,0.339842,0.264248,0.261098,0.066821,0.195483,0.341824,0.320599,0.44112,0.32818,0.761719,0.180022,2.1673,0.29321,-1.24177,-1.11078,77.6853,4.86656,106.86,-2.35255,-0.214724,2.6432039737701416,-11.39785036444664,1.15427,238.91000366210938,2.96444,-0.974961,0.593114,"26197"
"LaMonte Wade Jr.","SFG",123.811,501.838,425.362,102.937,66.1062,18.2516,1.7773,16.8023,61.2308,54.1043,62.7758,1.91424,96.649,6.91667,3.45349,3.32959,6.38382,2.68581,0.857226,0.242,0.125092,0.19259,0.649524,0.346293,0.411768,0.332019,0.758061,0.169768,3.34582,0.273129,-0.577156,-0.85625,66.8328,5.68685,109.477,-1.43341,-0.256674,4.361932158470154,-9.863832205533981,1.15366,389.3599853515625,1.6855,-0.542337,0.219366,"18126"
"Wyatt Langford","TEX",104.543,436.879,385.549,99.2024,60.6698,20.8605,1.93471,15.7374,54.5171,54.012,42.426,1.22777,92.9323,4.72188,2.54675,1.63518,6.49037,11.1468,3.17537,0.257301,0.0971115,0.212718,0.456526,0.336249,0.443898,0.336765,0.780147,0.186596,5.06391,0.298701,-0.542635,0.0678284,59.9037,6.67252,112.049,-0.474807,0.199114,5.832553267478943,-9.14929512143135,1.1494,167.30999755859375,7.44836,-0.572356,0.57129,"sa3022654"
"Justin Turner","TOR",118.143,510.081,453.586,116.885,77.3172,23.8448,0.281945,15.4413,61.1964,66.3452,42.8602,0.0858554,91.6225,8.12172,5.08091,0.432127,8.53064,2.6955,0.762601,0.257692,0.0840264,0.179624,0.467792,0.329378,0.413633,0.323697,0.743011,0.155941,2.75023,0.288519,-1.63544,-0.770678,64.405,2.25468,106.804,-2.40612,0.287562,1.752636194229126,-7.612919390201569,1.14377,255.30999755859375,4.35695,0.860333,0.319479,"5235"
"Brandon Drury","LAA",126.021,524.816,483.416,121.309,71.2973,25.1966,1.902,22.9127,65.157,74.1873,30.9262,0.0877024,129.737,6.39785,3.8379,0.237608,9.95427,1.41652,0.962166,0.25094,0.0589278,0.247204,0.238377,0.3024,0.453123,0.322732,0.755523,0.202183,3.08782,0.294066,-0.595838,-0.95907,65.8448,1.89898,102.82,-1.55491,-1.43226,0.21834862232208252,-6.610502600669861,1.14066,221.77999877929688,2.45982,-0.425556,0.566904,"11615"
"Bryan De La Cruz","MIA",138.197,565.998,521.142,138.417,89.1753,28.1708,1.21874,19.8523,63.7436,69.815,37.3326,0.837451,128.815,2.52255,4.68716,0.313826,11.9379,4.53123,1.34286,0.265604,0.0659589,0.227589,0.289816,0.315145,0.438619,0.323388,0.753763,0.173015,3.35402,0.314361,-0.562693,-0.648286,71.3202,2.35667,101.478,-1.21098,-1.4793,-0.17486655712127686,-7.6811842918396,1.13889,275.3599853515625,4.1719,-0.44169,0.412153,"19600"
"Brayan Rocchio","CLE",100.349,408.448,369.679,91.1678,62.7617,20.4013,1.90554,6.09927,47.6071,41.0737,29.7737,0.112242,77.3047,4.45388,3.34029,1.20156,10.516,10.4286,3.20671,0.246614,0.0728946,0.189264,0.385147,0.30791,0.361606,0.294379,0.669516,0.114992,5.39362,0.29373,-0.772847,-0.0142187,41.6273,-8.13971,87.1952,-0.787066,0.0498967,-7.053814947605133,4.5924344174563885,1.13837,483.44000244140625,3.51336,-1.06059,0.900442,"23690"
"Travis d'Arnaud","ATL",82.3694,326.529,298.784,73.6323,46.1739,14.9862,0.790234,11.682,39.2747,42.82,21.6274,0.0814175,74.5797,4.39177,1.49357,0.232238,6.87637,0.102979,0.243217,0.24644,0.0662343,0.228402,0.28999,0.305402,0.419182,0.313362,0.724584,0.172742,2.28185,0.289466,-0.594407,-0.63769,38.4262,-1.35944,93.7941,-1.2321,1.48452,-3.742497205734253,3.906866192817688,1.12537,380.8900146484375,2.86848,0.519209,0.694501,"7739"
"Brent Rooker","OAK",127.184,516.786,456.236,104.314,58.214,20.6207,1.00988,24.4691,59.6474,65.9576,47.6799,1.37406,168.346,9.39562,3.136,0.338263,8.82567,3.26447,0.890201,0.22864,0.0922625,0.325755,0.283227,0.312499,0.439162,0.323627,0.751661,0.210522,3.17792,0.29954,-0.224679,-0.600573,65.2217,2.25435,109.999,-0.825252,-0.796858,5.366251766681671,-11.653867721557617,1.12388,309.69000244140625,1.4475,1.20739,0.826197,"19627"
"Johan Rojas","PHI",91.8518,321.724,295.757,78.5897,56.4652,14.6428,2.85703,4.62468,40.6471,33.6709,15.2842,0.175912,72.2835,3.67984,1.52786,5.476,4.5183,21.1543,3.17733,0.265724,0.047507,0.224675,0.211448,0.308472,0.381464,0.300503,0.689936,0.11574,7.77988,0.335631,-1.31124,2.30994,34.4251,-4.77517,86.0583,0.998693,3.44408,-4.558036983013153,4.861541986465454,1.12293,367.30999755859375,7.23027,-0.980186,1.66197,"24336"
"René Pinto","TBR",107.041,369.653,348.101,79.0818,47.1782,17.1788,0.666873,14.0579,37.1873,44.8234,16.6014,0.163805,120.899,2.95503,1.38295,0.612604,5.99007,1.35761,0.449376,0.227181,0.0449108,0.32706,0.137317,0.267283,0.401516,0.286835,0.668799,0.174335,2.8665,0.303103,-0.161573,-0.431086,35.3575,-9.68252,78.6814,-0.592658,0.601711,-10.195268750190735,8.861042082309723,1.12086,370.9100036621094,1.72045,1.10896,0.626394,"19859"
"Junior Caminero","TBR",76.086,320.253,293.453,77.8731,51.8937,12.476,1.47522,12.0281,39.1245,43.5042,21.8901,0.713153,66.6091,2.62908,1.77221,0.508866,9.37113,2.75289,1.16682,0.265368,0.0683525,0.207989,0.328635,0.320232,0.440902,0.327181,0.761133,0.175534,3.97206,0.30401,-0.0416598,-0.525188,41.3633,2.34231,106.18,-0.566848,-0.967617,1.844696819782257,-1.6050218343734741,1.11024,245.83999633789062,10.8061,0.482221,0.948231,"28163"
"Brice Turang","MIL",122.654,473.173,424.077,102.515,73.0381,18.6852,2.34066,8.45115,52.6483,44.1065,41.8967,0.909214,95.7871,1.74827,2.8907,2.56013,6.90097,20.9643,4.00535,0.241737,0.0885441,0.202436,0.437394,0.310574,0.356621,0.294016,0.667195,0.114885,5.89723,0.291463,-0.830445,1.61025,48.081,-9.57237,82.0096,0.779802,2.66125,-9.766013741493225,4.663782835006714,1.09824,328.0199890136719,2.21973,-0.706793,1.19333,"22186"
"Nick Madrigal","CHC",87.8086,333.349,304.543,85.4014,66.9278,15.0421,2.1069,1.32459,37.3871,29.5005,18.1482,0.174192,32.0331,6.45188,1.33641,2.86951,7.24198,8.277,2.01541,0.280425,0.054442,0.0960948,0.566545,0.332854,0.356702,0.305558,0.689556,0.0762772,5.32795,0.308514,-0.692828,0.100849,37.0683,-3.54836,91.4418,-0.591979,2.31463,-4.0682796239852905,3.6697016954421997,1.09102,646.780029296875,3.23901,-1.24498,1.60359,"20521"
"Marco Luciano","SFG",116.375,451.012,402.143,90.4343,59.0561,17.8805,1.26098,12.2367,48.4392,46.684,42.5064,0.133218,141.37,3.06641,2.4288,0.86735,5.48806,6.14767,1.27926,0.224881,0.0942467,0.313452,0.300674,0.302141,0.366902,0.294601,0.669043,0.142021,4.27643,0.311588,-0.332048,-0.115566,46.0485,-8.9047,83.9744,-0.447614,-0.555108,-9.254812568426132,4.832605719566345,1.08892,999,2.66286,-0.84282,0.518422,"25616"
"MJ Melendez","KCR",130.87,553.297,483.686,116.979,67.3877,26.2131,3.23642,20.1415,69.9785,63.18,61.285,1.37859,143.491,2.95936,4.60641,0.759956,5.76066,5.16149,2.42681,0.241848,0.110763,0.259339,0.427099,0.327984,0.43435,0.329044,0.762334,0.192502,4.28484,0.298273,-0.338407,-0.995624,72.3189,4.90285,107.449,-1.33403,-3.61107,3.6884355545043945,-11.61644458770752,1.08629,290.69000244140625,4.29311,-0.454111,0.39796,"22197"
"Willi Castro","MIN",106.306,411.498,371.376,91.6315,61.2851,18.1021,2.8695,9.3749,53.4313,39.345,26.9704,0.730942,96.1191,8.38094,2.90327,1.86759,5.09695,22.1389,4.64838,0.246735,0.0655418,0.233583,0.280593,0.309993,0.386662,0.303829,0.696656,0.139928,7.1935,0.306031,-0.783427,1.72684,45.1677,-4.97097,92.9305,0.943415,-1.00115,-2.542283833026886,-0.7448133230209351,1.06637,295.0199890136719,1.87545,0.137251,1.30216,"17338"
"Jeimer Candelario","CIN",131.079,547.482,486.789,122.169,71.4111,28.554,2.22248,19.9814,69.6293,71.3949,48.9712,0.877657,124.257,8.23546,3.2415,0.244801,9.439,4.4076,1.09177,0.250969,0.0894481,0.22696,0.394114,0.327784,0.4419,0.332228,0.769684,0.190931,4.19661,0.295517,-0.435733,-0.563544,73.0066,6.29902,102.744,-0.999278,-0.560458,0.8618209958076477,-8.822351396083832,1.06559,216.50999450683594,3.13144,-0.366901,0.316342,"13621"
"Luis García Jr.","WSN",115.574,469.255,436.741,119.185,82.5881,23.7565,2.69584,10.1441,54.1498,51.0766,25.6116,1.34006,70.6009,1.59184,4.16457,1.14658,9.91626,6.93087,2.89598,0.272896,0.0545793,0.150453,0.362767,0.312722,0.409316,0.310732,0.722039,0.136421,4.52532,0.302755,-0.356002,-0.671787,54.1976,-2.97847,93.0573,-1.02779,-2.11344,-5.063860297203064,-0.32988810539245605,1.05587,390.44000244140625,3.17576,-1.31663,0.882824,"20391"
"Javier Báez","DET",132.103,539.365,501.813,121.319,80.5634,23.1849,3.40213,14.1684,61.0707,60.9638,25.5095,0.365684,133.697,7.97016,3.44056,0.632084,10.2867,11.1623,2.86084,0.241761,0.0472953,0.247879,0.1908,0.287338,0.386226,0.291535,0.673564,0.144465,5.5442,0.299815,0.19379,0.149058,53.6958,-12.0227,82.8255,0.342848,-3.19845,-10.756565988063812,2.9174458980560303,1.04567,391.3999938964844,2.75332,-0.227847,0.440452,"12979"
"Luke Raley","SEA",107.005,410.253,364.537,84.6579,51.1236,15.4806,1.46555,16.5882,50.7947,49.9598,29.5472,0.560779,128.583,12.6057,2.66825,0.894994,5.22255,10.082,2.37129,0.232234,0.0720219,0.313424,0.229791,0.30978,0.419256,0.316146,0.729036,0.187022,5.48734,0.306574,-0.304452,0.301156,49.2277,-0.759216,104.457,-0.00329671,0.260944,2.1874171709641814,-5.741432309150696,1.03553,333.239990234375,2.081,1.24003,0.617458,"19354"
