Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Michael Soroka","CHW",4.93687,7.1072,6.05502,4.64067,27.25,18.453,0,0.792733,104.891,447.821,101.573,58.7879,54.0849,15.3932,34.7765,0.732885,7.28845,91.5648,7.85658,2.98395,2.63295,1.32079,0.204467,0.0776571,0.12681009620428085,0.25033,1.29992,0.288421,0.675629,,,4.62005,0.831576,0.80717,531.02001953125,3.86324,-0.929535,0.552153,"18383"
"Drew Rasmussen","TBR",3.0783,2.24415,2.01502,3.37896,19.0772,5.85234,0,0.71805,44.1351,179.831,38.6936,18.0109,16.5701,4.30143,11.9695,0.242916,1.38241,43.6554,8.90218,2.44081,3.64722,0.877145,0.242757,0.0665596,0.1761978566646576,0.232423,1.14791,0.290174,0.731437,,,3.45134,0.828357,0.923184,626.6400146484375,2.33652,0.310656,1.05608,"25385"
"Daniel Lynch IV","KCR",4.90076,6.66386,5.05543,4.88165,25.4911,16.4866,0,0.387271,93.9841,408.507,99.1957,55.4104,50.9775,14.4732,33.2756,0.639629,3.48188,75.7218,7.25118,3.1865,2.27559,1.38597,0.185362,0.0814566,0.10390560328960419,0.266835,1.40951,0.30091,0.686764,,,4.81893,0.821261,0.501705,728.9600219726562,2.07396,-0.717165,0.772785,"21537"
"Aroldis Chapman","PIT",3.85632,3.83678,0,3.32627,58.1231,0.00446827,4.41915,13.3073,58.0305,246.453,41.2085,23.3122,21.4472,5.3518,34.7587,1.22477,2.19765,87.3175,13.5422,5.39075,2.51211,0.830015,0.354297,0.141035,0.21326109766960144,0.196702,1.30909,0.30692,0.768971,,,3.35511,0.818868,0.934316,373.7300109863281,3.43767,-0.539036,0.755072,"10233"
"Patrick Corbin","WSN",7.56655,13.0655,9.64028,5.19591,27.7707,27.7707,0,0,159.52,701.789,181.37,100.103,92.0947,27.7498,52.7576,1.0794,5.05298,115.432,6.51258,2.97654,2.18797,1.56562,0.164482,0.0751758,0.08930657058954239,0.28164,1.4677,0.306751,0.686328,,,5.15646,0.81447,0.543249,720.4199829101562,5.00294,-0.0472151,2.65457,"9323"
"Yuki Matsui","SDP",2.43251,2.11606,0,3.53147,58.1051,0,12.5908,10.4,58.9019,245.82,48.204,25.122,23.1123,5.89351,24.7956,0,2.00504,73.8997,11.2916,3.78868,2.98035,0.900507,0.300625,0.100869,0.1997561827301979,0.22009,1.23934,0.303897,0.739437,,,3.41154,0.787551,0.731467,999,5.09623,-2.98322,1.08756,"sa3023348"
"A.J. Puk","MIA",4.41714,3.88637,0,3.69643,60.7195,0,5.79452,12.7318,63.7922,265.442,56.7025,28.4786,26.2003,8.10852,19.9443,1.7343,3.798,76.504,10.7934,2.81381,3.83588,1.14398,0.288214,0.0751363,0.2130773812532425,0.234599,1.20151,0.309344,0.737702,,,3.62546,0.773117,0.74392,386.4700012207031,1.63363,-2.02678,0.644119,"19343"
"Clay Holmes","NYY",3.87753,3.44378,0,3.31791,61.3421,0,28.8567,3.54811,62.9532,263.966,53.6908,25.2262,23.2081,4.52431,23.3983,0.988395,4.31259,66.0665,9.44509,3.3451,2.82356,0.64681,0.250284,0.0886414,0.16164284199476242,0.227258,1.22455,0.296784,0.732992,,,3.41096,0.770588,0.953057,106.16000366210938,1.15114,-1.07785,1.85719,"13649"
"Raisel Iglesias","ATL",3.89067,3.5551,0,3.32928,59.0841,0,30.6077,2.31203,60.2601,244.38,52.3261,24.2298,22.2914,7.74488,15.4846,1.2436,1.81483,72.1692,10.7787,2.31266,4.66072,1.15672,0.295316,0.0633627,0.23195325583219528,0.23043,1.1253,0.302931,0.765009,,,3.39183,0.767763,0.946449,57.040000915527344,1.37632,1.86298,1.90968,"17130"
"Drew Thorpe","SDP",3.64774,3.42061,3.23969,4.04885,11.1124,9.8004,0,0,56.1477,235.652,51.8887,27.4557,25.2593,7.57243,18.8919,0.636781,2.04302,52.329,8.38789,3.0282,2.76992,1.2138,0.222061,0.0801685,0.14189214259386063,0.241661,1.26061,0.286252,0.719931,,,4.26289,0.764019,0.91628,999,1.36418,0.0152049,0.592673,"sa3020678"
"Quinn Priester","PIT",4.37422,5.28163,4.30739,4.78794,23.3577,12.6395,0,0.313553,76.9707,337.044,77.7353,44.5086,40.9479,9.49023,31.9789,0.572624,4.11459,62.9302,7.35828,3.73921,1.96787,1.10967,0.186712,0.0948805,0.09183167666196823,0.258299,1.4254,0.298626,0.676211,,,4.6295,0.759851,0.487861,731.1599731445312,2.88507,-1.23848,0.482543,"25977"
"Luis Medina","OAK",4.95135,8.56011,6.35693,4.72005,22.9918,22.8782,0,0,122.264,541.025,115.017,69.6973,64.1215,15.0221,64.0842,1.70927,7.35774,114.561,8.43297,4.71731,1.78767,1.1058,0.211748,0.11845,0.0932987630367279,0.244934,1.46487,0.294102,0.692122,,,4.73128,0.75574,0.51989,999,3.25326,-0.259696,1.46687,"21649"
"Chris Martin","BOS",3.67426,2.65582,0,3.42611,58.6533,0,2.55143,15.9134,58.0394,238.171,57.3653,24.0156,22.0944,6.22328,10.8038,1.65248,1.68778,57.2372,8.87561,1.67532,5.29786,0.965025,0.24032,0.0453617,0.19495802745223045,0.254189,1.17453,0.315265,0.742618,,,3.32229,0.754629,0.888116,478.4200134277344,1.81356,0.490472,0.929661,"11847"
"Marco Gonzales","PIT",7.07466,9.12698,8.65608,4.83862,26.382,20.942,0,0.177958,124.115,536.519,134.058,72.5294,66.727,18.7214,38.3927,0.941365,4.13675,80.2832,5.82163,2.784,2.0911,1.35756,0.149637,0.0715589,0.07807812094688416,0.271378,1.38945,0.292002,0.683266,,,4.95025,0.750224,0.84774,601.97998046875,2.72036,1.42541,1.26027,"15467"
"Dakota Hudson","COL",6.54218,8.13106,5.80937,5.34182,25.1455,20.6111,0,0.469657,117.074,530.42,135.189,75.5302,69.4878,14.9414,48.4756,1.14273,7.24027,66.2702,5.09447,3.72652,1.36708,1.14861,0.124939,0.0913909,0.03354821354150772,0.284785,1.56878,0.30559,0.664433,,,5.20974,0.748634,0.998164,750.1099853515625,7.91405,-0.243247,2.16161,"19206"
"Caleb Ferguson","NYY",3.52728,2.705,0,3.48828,57.4416,0.614502,1.13769,14.699,55.3688,234.977,48.4248,23.3263,21.4602,5.17768,22.1108,0.575702,3.8715,63.1656,10.2673,3.59403,2.85678,0.841613,0.268817,0.0940978,0.1747189238667488,0.231704,1.27392,0.307478,0.745958,,,3.59685,0.74655,0.757618,734.1799926757812,2.43499,-0.362481,0.769531,"19349"
"Hunter Harvey","WSN",3.28837,2.99581,0,3.5519,59.2294,0,12.8966,12.9856,61.7152,252.297,53.4049,26.4742,24.3562,7.57685,17.7492,0.92474,2.16932,68.6344,10.009,2.58839,3.8669,1.10494,0.272038,0.0703503,0.20168739557266235,0.229818,1.15294,0.293454,0.737944,,,3.59508,0.740254,0.831769,274.30999755859375,1.86416,-1.06364,1.09435,"15507"
"Ryan Pressly","HOU",4.30222,3.25356,0,3.38907,60.1979,0,4.81581,15.7789,61.4749,249.195,52.539,25.1622,23.1492,6.61602,16.7223,0.506726,1.66495,68.3846,10.0116,2.44816,4.08944,0.968594,0.274422,0.0671051,0.2073168158531189,0.227631,1.12666,0.294742,0.734999,,,3.32662,0.737109,0.78928,292.2900085449219,1.34564,1.84929,0.923773,"7005"
"JoJo Romero","STL",3.96766,2.68203,0,3.67751,49.1374,0,3.22545,8.91043,53.6067,223.322,47.0532,23.8091,21.9044,4.73386,18.8055,1.07335,2.00408,59.2009,9.93921,3.15725,3.14806,0.794764,0.265092,0.084208,0.18088383972644806,0.232347,1.22855,0.305383,0.709922,,,3.35889,0.732357,0.556648,681.489990234375,3.5432,-1.03623,0.723013,"19574"
"Joe Kelly","LAD",3.2196,3.30258,0,3.73017,53.7893,0.00152528,1.39584,13.847,53.5949,226.401,43.8986,24.1447,22.2132,4.6577,24.0436,0.514286,3.03367,69.8364,11.7274,4.03754,2.90458,0.78215,0.308463,0.106199,0.20226433873176575,0.220238,1.2677,0.314355,0.713065,,,3.29439,0.731158,0.556407,740.760009765625,4.61403,-0.492531,0.64862,"9761"
"Jordan Romano","TOR",4.25116,3.60361,0,3.3935,58.1657,0,31.2596,1.20677,60.0681,248.492,49.7056,24.6185,22.649,7.00202,21.8615,2.53024,2.7272,70.6872,10.5911,3.27551,3.23341,1.04911,0.284465,0.0879768,0.1964881494641304,0.221996,1.19143,0.292063,0.760126,,,3.6449,0.731152,0.720317,67.11000061035156,1.74535,0.69335,1.92832,"16122"
"Aaron Bummer","ATL",4.31471,2.69774,0,3.78673,57.5619,0,0.925986,13.9015,57.5599,246.009,49.1924,26.3241,24.2182,4.3036,26.4774,1.66017,3.41508,68.9389,10.7792,4.13998,2.60369,0.672906,0.28023,0.107628,0.1726015880703926,0.22762,1.31463,0.314185,0.708534,,,3.38962,0.714055,0.636629,743.4199829101562,3.31779,-1.46743,0.515344,"16258"
"Shawn Armstrong","TBR",2.3511,1.8749,0,3.63799,55.7151,0.998075,0.841739,10.3127,62.1606,257.978,56.522,27.3115,25.1266,7.26004,17.7885,0.736696,3.40153,64.5535,9.34646,2.57553,3.62895,1.05115,0.250229,0.0689535,0.18127547204494476,0.238703,1.19546,0.298604,0.732682,,,3.71906,0.713601,0.746941,749.9099731445312,2.1305,-0.35186,0.891533,"12857"
"Sawyer Gipson-Long","DET",4.04582,4.26382,3.48618,4.27598,25.4606,8.53875,0,0.577468,62.975,264.031,60.6984,32.5217,29.9199,8.78504,18.4312,0.513646,2.27401,62.1716,8.88519,2.63407,3.37318,1.2555,0.235471,0.0698069,0.16566401720046997,0.249453,1.25652,0.301175,0.697404,,,4.08041,0.701545,0.584587,405.760009765625,3.76915,1.01172,0.421469,"26048"
"Brusdar Graterol","LAD",3.4874,2.56554,0,3.26143,59.5377,0.205299,5.3933,16.8754,61.0237,251.953,56.6772,24.0368,22.1138,4.82517,15.0376,1.93799,3.26952,50.4258,7.43698,2.2178,3.35331,0.711633,0.20014,0.0596842,0.14045549556612968,0.242577,1.1752,0.290658,0.733965,,,3.53029,0.697923,0.943661,425.55999755859375,1.69333,0.919412,1.08343,"20367"
"Evan Phillips","LAD",3.60338,2.74251,0,3.20736,58.3495,0,28.1856,4.48352,60.5887,246.256,49.2881,23.4698,21.5922,6.80898,18.2281,1.60607,3.03251,68.2973,10.145,2.70764,3.74682,1.01142,0.277343,0.0740208,0.20332176983356476,0.219063,1.11434,0.283404,0.759635,,,3.51423,0.696639,1.0458,91.69000244140625,2.28195,2.10748,1.83513,"17734"
"Kevin Ginkel","ARI",4.49696,2.91893,0,3.56484,63.6611,0,5.551,14.2605,65.8809,275.164,56.0741,28.3641,26.095,6.20365,25.3963,0.982781,2.63942,72.409,9.89182,3.4694,2.85116,0.847482,0.263148,0.0922952,0.17085318267345428,0.226902,1.23663,0.295939,0.72963,,,3.55766,0.695513,0.848379,456.239990234375,2.30923,1.74056,0.684713,"19876"
"Ricky Tiedemann","TOR",2.19331,3.69274,2.80235,4.00159,13.8799,7.91098,0,0.396604,48.0589,204.884,41.2421,23.2261,21.368,6.03792,21.5848,0,2.68637,54.3375,10.1758,4.04219,2.51739,1.13072,0.265211,0.105351,0.15985925495624542,0.228345,1.30729,0.292788,0.728307,,,4.14211,0.682961,0.685697,999,2.85298,-0.874054,0.67767,"sa3018096"
"Reynaldo López","ATL",4.15107,3.25879,0,3.65597,57.1917,0.244475,2.68872,13.7235,62.82,260.776,54.4152,27.7377,25.5187,7.55908,22.2759,1.25723,1.90701,72.2467,10.3505,3.19139,3.24327,1.08296,0.277045,0.0854216,0.19162341952323914,0.229995,1.22081,0.298851,0.740502,,,3.67407,0.674763,0.715786,475.55999755859375,1.68939,-1.98935,0.649223,"16400"
"Jason Adam","TBR",3.31004,2.56738,0,3.30052,56.1729,0,10.7252,14.5946,56.6384,231.258,42.7815,22.5769,20.7707,6.6225,19.1058,0.777172,5.119,68.1785,10.8338,3.03597,3.56847,1.05233,0.294816,0.0826171,0.21219931542873383,0.206641,1.09267,0.273452,0.747123,,,3.65071,0.668986,0.823497,313.4700012207031,1.12154,0.131508,1.14659,"11861"
"Joe Ross","MIL",4.14066,5.91382,4.01216,4.46978,25.7965,11.9292,0,0.60531,80.3609,342.39,77.0969,43.3811,39.9107,12.4159,27.7815,1.08526,4.46538,72.1694,8.0826,3.11138,2.59776,1.39051,0.210781,0.0811397,0.12964145839214325,0.248585,1.30509,0.28676,0.702856,,,4.67125,0.668027,0.774424,657.4400024414062,3.1943,-0.258354,0.184698,"12972"
"Ryan Walker","SFG",3.78817,3.01212,0,3.66822,51.346,1.85057,0.386831,6.13462,55.7488,236.081,50.7418,24.698,22.7221,6.23617,21.2383,0.65343,2.42906,63.958,10.3253,3.42868,3.01145,1.00676,0.270916,0.089962,0.18095377832651138,0.238882,1.29115,0.312937,0.74755,,,3.68835,0.666322,0.660953,746.6400146484375,2.32492,-1.13191,0.646838,"20423"
"Taylor Rogers","SFG",3.94459,3.86659,0,3.82807,57.4386,0,3.12098,15.529,56.4226,237.063,49.1491,26.0857,23.9989,6.27623,20.7132,1.95108,3.57468,68.0697,10.8578,3.30397,3.2863,1.00112,0.287138,0.0873744,0.19976383447647095,0.230991,1.2382,0.309711,0.716761,,,3.57965,0.663227,0.465089,690.0399780273438,2.2567,-1.35303,0.598248,"13449"
"J.P. France","HOU",7.86267,6.35553,8.11563,4.4184,40.9065,16.6763,0,0.231746,122.547,526.57,119.159,65.394,60.1624,17.9368,48.3404,1.66291,3.6841,106.844,7.84675,3.55018,2.21024,1.3173,0.202906,0.0918025,0.11110305786132812,0.251101,1.36682,0.289401,0.717093,,,4.68767,0.658292,1.0627,472.07000732421875,4.22991,0.95808,0.979177,"21212"
"Abner Uribe","MIL",2.51583,2.07285,0,3.46128,57.8569,0,1.29104,14.1393,57.7774,248.443,43.1277,24.1526,22.2204,4.22772,35.3218,0,2.4392,75.2444,11.7208,5.50209,2.13025,0.658552,0.302864,0.142173,0.16069087386131287,0.204705,1.35779,0.296471,0.748606,,,3.56233,0.65543,0.806356,484.44000244140625,2.43775,-2.50662,0.823694,"25327"
"Alex Vesia","LAD",3.30254,2.90876,0,3.73338,56.5563,0.161833,1.42126,13.4503,55.0059,228.976,45.4018,24.8017,22.8176,7.34926,21.7726,2.00804,2.28433,70.3404,11.509,3.56241,3.23068,1.20248,0.307196,0.095087,0.2121085748076439,0.22156,1.22122,0.299086,0.744878,,,3.74645,0.650602,0.510655,734.02001953125,2.21788,-1.68284,0.690576,"25007"
"Adbert Alzolay","CHC",3.17594,3.04149,0,3.57563,55.2708,0.205909,29.4108,1.47678,62.2629,256.811,55.3444,26.8876,24.7366,7.71114,17.3715,0.776862,3.53212,67.8193,9.80315,2.51102,3.90405,1.11463,0.264083,0.0676433,0.1964394897222519,0.234603,1.16788,0.297009,0.740118,,,3.69378,0.644457,0.695342,117.48999786376953,2.25302,-1.27843,1.90204,"17859"
"Robbie Ray","SFG",3.2398,3.33644,3.71466,4.08709,12.2371,8.46093,0,0.271869,50.9341,212.772,45.8303,25.1416,23.1303,7.91357,17.7721,0.159712,1.46034,56.2694,9.94274,3.14031,3.16617,1.39832,0.264459,0.0835266,0.18093258887529373,0.236801,1.24872,0.293118,0.73226,,,4.19812,0.639462,0.755752,536.8400268554688,2.71762,1.11903,0.615546,"11486"
"Will Vest","DET",2.48777,2.3644,0,3.79347,57.5127,0.737777,1.80034,11.7639,60.0559,252.898,55.904,27.5145,25.3134,6.12975,20.5139,0.905216,2.31827,63.3575,9.49477,3.07422,3.08851,0.918606,0.250525,0.0811152,0.1694100871682167,0.242991,1.27245,0.309967,0.720903,,,3.61251,0.636847,0.507269,723.3300170898438,2.00296,-0.51706,0.715033,"19769"
"Andrew Nardi","MIA",4.60937,3.19128,0,3.67921,63.6054,0,4.22945,15.2659,64.3283,271.073,54.6074,28.5843,26.2975,7.76428,26.7545,1.30862,3.1594,78.5702,10.9925,3.74315,2.93671,1.08628,0.289848,0.0986983,0.19115015119314194,0.226437,1.26479,0.302555,0.748705,,,3.77638,0.63469,0.643801,531.5800170898438,4.23966,-0.0382693,0.542294,"25942"
"Orion Kerkering","PHI",3.10481,2.28814,0,3.74247,51.6921,0,3.11319,8.41561,52.3847,218.5,47.0611,23.6773,21.7831,5.94241,18.105,0,1.50763,60.1348,10.3315,3.11055,3.32144,1.02094,0.275217,0.0828605,0.19235610961914062,0.236622,1.24399,0.309605,0.729836,,,3.55703,0.631322,0.481329,999,2.87563,-0.92083,0.742458,"31776"
"José Urquidy","HOU",6.19048,5.11648,4.99831,4.59659,37.1674,13.7139,0.0406433,1.01657,104.993,441.583,103.976,58.2864,53.6235,18.0472,29.245,0.329144,3.88164,84.455,7.23945,2.50687,2.88784,1.547,0.191255,0.0662277,0.12502723932266235,0.254557,1.26885,0.280853,0.694127,,,4.82736,0.630681,0.627248,483.1099853515625,2.5826,0.672816,0.587432,"18413"
"Ian Hamilton","NYY",3.39839,3.10708,0,3.58577,52.212,0.274078,1.14147,9.22892,60.2942,255.161,51.0409,26.1113,24.0224,5.48438,26.6316,0.81146,2.63549,67.9864,10.1482,3.97524,2.55285,0.818643,0.266445,0.104372,0.1620733067393303,0.22595,1.28822,0.298881,0.736648,,,3.63858,0.629695,0.68606,716.2899780273438,1.5809,0.173994,0.705385,"19261"
"Alexis Díaz","CIN",4.6955,3.82024,0,3.8469,64.3365,0,30.5659,2.45913,65.4893,278.678,51.1128,30.4264,27.9923,7.92925,32.3875,1.39187,5.25886,80.9778,11.1285,4.45092,2.50028,1.08969,0.290578,0.116218,0.1743597835302353,0.212058,1.27502,0.283869,0.733072,,,4.08058,0.627137,0.734551,73.36000061035156,3.31233,0.723024,1.85756,"21132"
"Joel Payamps","MIL",3.94458,3.6248,0,3.71617,60.6071,0,2.84827,16.7334,65.1465,271.739,60.6779,29.2386,26.8995,8.15394,18.9611,1.45757,3.17483,64.2035,8.86972,2.61948,3.38606,1.12647,0.236269,0.069777,0.16649217158555984,0.243098,1.22246,0.296335,0.738754,,,3.93047,0.623503,0.692757,526.9600219726562,1.75623,1.07785,0.685803,"14332"
"Caleb Thielbar","MIN",3.37664,2.28908,0,3.70283,53.4174,0,0.51124,14.2271,52.6284,216.613,45.9663,23.5355,21.6527,7.20036,16.5921,0.603689,1.43256,63.1242,10.7949,2.83743,3.80447,1.23134,0.291414,0.0765979,0.2148163840174675,0.231465,1.18868,0.302236,0.743606,,,3.66224,0.617759,0.441144,745.8900146484375,1.61209,-0.867907,0.782687,"10078"
"Pierce Johnson","ATL",3.23041,3.52181,0,3.81352,57.362,0,1.70317,12.4956,56.1718,237.767,49.0214,25.8711,23.8014,6.92797,24.3163,1.05813,1.53077,74.9081,12.002,3.89602,3.08058,1.11002,0.315049,0.102269,0.21277941763401031,0.231321,1.3056,0.323588,0.745879,,,3.57172,0.612582,0.526004,663.5800170898438,3.71553,-1.08934,0.563073,"13435"
"Peter Lambert","COL",4.19583,6.85223,3.66706,5.39859,27.9256,16.334,0,0.466369,101.488,447.999,111.695,66.1705,60.8768,17.4844,36.9046,0.932568,5.08405,78.8337,6.99101,3.27272,2.13615,1.55053,0.175968,0.0823766,0.0935918390750885,0.275105,1.46421,0.304208,0.664102,,,5.18233,0.612506,0.732715,999,4.0453,-0.166343,1.4097,"17969"
"Josh Sborz","TEX",4.00126,3.92409,0,4.20214,56.3398,0.00278234,1.89176,13.9458,59.4917,250.266,52.5111,30.1924,27.777,8.00459,23.4692,0.945052,1.75995,72.13,10.9119,3.55045,3.0734,1.21095,0.288213,0.0937768,0.19443638622760773,0.233344,1.27716,0.307148,0.706889,,,3.85154,0.610851,0.26444,580.6900024414062,3.25388,-1.17926,0.365921,"18323"
"Matt Waldron","SDP",3.85448,5.31332,4.54883,4.74874,15.6206,14.1494,0,0.124592,81.7835,349.736,83.4702,46.9044,43.1521,14.0667,25.7746,0.579684,3.31886,62.8566,6.91716,2.83641,2.4387,1.548,0.179726,0.0736974,0.10602852702140808,0.260322,1.33578,0.284768,0.696141,,,5.0211,0.604916,0.594488,749.219970703125,5.12652,-1.70687,0.365139,"25550"
"Ryne Nelson","ARI",5.83216,6.21888,5.30931,4.79007,26.1214,18.4784,0,0.662816,109.447,468.828,112.638,63.3162,58.2509,17.6471,35.5858,1.27274,3.20861,80.9395,6.65579,2.92627,2.27449,1.45115,0.172642,0.0759037,0.0967385321855545,0.261927,1.35429,0.286593,0.68741,,,4.93546,0.604084,0.744242,611.27001953125,3.30013,1.44202,0.839779,"26253"
"Cody Bradford","TEX",4.62255,4.43486,1.86281,4.69785,31.4902,8.63618,0,0.468002,68.1265,286.061,69.6967,38.6532,35.5609,11.5167,16.4844,0.564017,2.31324,59.0173,7.79661,2.17771,3.58018,1.52144,0.20631,0.0576255,0.14868449047207832,0.260779,1.26502,0.295736,0.678412,,,4.54787,0.601712,0.329276,674.0900268554688,2.89089,0.142232,0.442924,"27597"
"Mason Black","SFG",3.12417,3.52182,2.68848,4.17872,30.8616,6.25336,0,1.07205,59.1934,252.318,55.4806,29.8735,27.4837,7.31007,22.0172,0,3.1592,57.8385,8.794,3.34758,2.62697,1.11145,0.229229,0.0872597,0.14196908473968506,0.244256,1.30923,0.297362,0.708023,,,4.18222,0.601172,0.550594,999,2.26833,-0.0982084,0.462583,"sa3018146"
"Sam Hentges","CLE",2.99704,2.33456,0,3.64149,56.5055,0.368221,0.54354,13.2749,60.6583,256.3,55.4737,26.6771,24.543,5.51046,23.0536,0.8186,1.86354,65.1543,9.66709,3.42052,2.82621,0.817599,0.254211,0.0899479,0.16426333039999008,0.239749,1.29459,0.310875,0.732216,,,3.52011,0.598151,0.549129,999,3.32495,-0.826465,0.715588,"18548"
"Robert Stephenson","LAA",2.78141,2.95106,0,3.80329,58.6303,0,14.1292,10.6383,57.8781,234.927,47.3994,26.5854,24.4585,9.0117,17.94,1.27674,1.72765,72.1518,11.2196,2.78966,4.02184,1.40131,0.307124,0.076364,0.23076027631759644,0.220196,1.12891,0.28627,0.735049,,,3.80536,0.597322,0.493161,192.7100067138672,4.04007,0.267682,1.15694,"13594"
"Gregory Santos","SEA",2.28687,2.43268,0,3.77036,57.6644,0,3.4809,11.0583,59.8974,253.285,56.7738,27.2747,25.0927,4.93056,20.2452,0.906585,3.00189,60.522,9.09385,3.04199,2.98945,0.740852,0.238949,0.0799307,0.15901786088943481,0.246802,1.28585,0.314994,0.709455,,,3.46865,0.593056,0.43184,999,2.78725,-0.523947,0.773724,"21894"
"Jeff Hoffman","PHI",3.96141,3.24508,0,3.94151,57.9911,0.125434,3.9701,11.3521,63.0795,266.171,52.2744,30.0276,27.6254,7.95339,27.7102,1.46013,3.25577,75.3411,10.7495,3.9536,2.7189,1.13477,0.283056,0.104107,0.17894892394542694,0.222251,1.268,0.291758,0.725594,,,3.97809,0.592339,0.491405,452.489990234375,2.04576,-3.40066,0.485229,"17432"
"Tim Mayza","TOR",3.53016,2.28575,0,3.28814,61.3208,0,0.372589,16.4536,55.4595,230.725,50.9275,22.024,20.2621,5.43685,17.2039,1.84382,1.76095,54.9622,8.91931,2.79186,3.19475,0.882295,0.238215,0.0745646,0.16365090757608414,0.240496,1.22849,0.300544,0.761856,,,3.57328,0.588384,0.754534,750.510009765625,1.84852,-1.38582,0.951606,"15042"
"Brandon Williamson","CIN",3.29772,4.38063,3.83599,4.97214,20.5074,12.7448,0,0.666501,70.7751,308.94,71.408,42.5005,39.1004,11.9845,29.3611,0.348835,2.92279,61.9293,7.87514,3.73365,2.10923,1.52399,0.200458,0.0950382,0.10541946440935135,0.258111,1.42379,0.293099,0.69375,,,5.07477,0.585235,0.470643,999,2.39402,1.07243,0.439096,"25463"
"Roansy Contreras","PIT",3.57043,4.76066,2.18184,4.54867,39.9257,9.25906,0.0445206,1.96333,80.4308,343.176,77.2697,44.1852,40.6503,11.5095,30.1291,0.78489,2.52774,73.3361,8.20613,3.37137,2.43406,1.28789,0.213698,0.087795,0.1259034425020218,0.24884,1.33529,0.291395,0.692483,,,4.50981,0.583405,0.551694,657.6699829101562,2.33257,-0.0418344,0.218939,"22810"
"Jeffrey Springs","TBR",2.20273,1.4041,2.16373,3.47038,12.1869,4.20361,0,0.362126,30.4477,123.183,25.4953,12.7615,11.7406,3.85751,8.84933,0.164526,0.743569,34.7619,10.2752,2.61576,3.92819,1.14024,0.282197,0.0718388,0.2103578895330429,0.22445,1.12799,0.288616,0.745683,,,3.56385,0.582963,0.559666,495.79998779296875,4.45856,1.38451,1.1056,"17677"
"Brock Stewart","MIN",3.01292,2.45282,0,3.53952,53.7358,0,1.30982,13.7165,55.7275,233.695,46.5806,23.8223,21.9165,6.42413,22.8412,2.92244,2.66332,70.0806,11.318,3.68886,3.06817,1.0375,0.299881,0.0977393,0.2021414339542389,0.223741,1.24574,0.304942,0.754609,,,3.61153,0.571992,0.605974,632.489990234375,4.71805,-1.84283,0.774318,"16727"
"Jordan Lyles","KCR",6.53151,9.84865,6.56973,5.40459,31.7745,21.961,0,0.252511,137.23,593.306,149.372,89.5737,82.4078,25.7697,40.4428,0.423505,5.52483,97.5182,6.39558,2.65238,2.41126,1.69007,0.164364,0.0681653,0.09619882702827454,0.272907,1.38319,0.291481,0.65203,,,5.27992,0.571709,-0.163486,748.239990234375,3.16673,0.998634,2.1147,"7593"
"Colin Holderman","PIT",2.44888,2.66177,0,4.0244,59.168,0,1.64732,16.673,60.731,260.596,56.7406,29.5176,27.1562,5.51972,24.3139,1.79354,3.42154,60.0635,8.90107,3.60318,2.47034,0.817992,0.230485,0.093301,0.1371840387582779,0.243668,1.33465,0.306203,0.702838,,,3.82864,0.567975,0.40709,747.3099975585938,2.69844,-1.39463,0.584409,"22361"
"Jared Jones","PIT",3.05915,4.14213,3.42582,4.85381,11.1487,11.1487,0,0,59.7912,261.51,59.4109,35.0502,32.2461,8.35158,25.2864,0.609694,3.41871,53.5947,8.06729,3.8062,2.11951,1.25711,0.204943,0.0966935,0.10824955999851227,0.255196,1.41655,0.298839,0.68005,,,4.71841,0.563558,0.468595,999,2.08811,-0.332986,0.304249,"sa3014459"
"Julian Merryweather","CHC",3.34075,2.63741,0,3.8513,60.3192,0.0542149,3.23944,15.34,62.5784,264.259,54.2542,29.1073,26.7787,7.95345,25.6946,0.929826,2.83232,77.111,11.0901,3.69539,3.00106,1.14386,0.291801,0.0972329,0.1945684552192688,0.230152,1.27758,0.307305,0.738826,,,3.8104,0.555298,0.548486,528.6400146484375,3.24097,-1.17664,0.554737,"16703"
"Garrett Crochet","CHW",3.91239,5.26857,1.20557,3.91869,49.7491,4.73316,0.802509,6.53842,69.3135,300.012,60.1347,32.8041,30.1798,7.8003,35.4876,1.02978,3.38085,77.2087,10.0252,4.60788,2.17565,1.01283,0.257352,0.118287,0.13906477391719818,0.230274,1.37956,0.297127,0.741638,,,4.17249,0.552875,0.722998,543.219970703125,4.6967,-1.74199,0.494067,"27463"
"Griffin Jax","MIN",4.51189,4.07542,0.583113,3.97674,54.3957,0.79742,1.99768,15.3944,62.3721,259.905,56.9869,29.9562,27.5597,7.33748,19.0084,1.38813,3.03084,63.906,9.22134,2.74283,3.36198,1.05876,0.245882,0.073136,0.17274609953165054,0.239576,1.21842,0.297976,0.700504,,,3.79523,0.552838,0.372395,523.8900146484375,0.846933,0.301954,0.554501,"20253"
