Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Max Kranick","NYM",0.348432,0.986602,0,4.46555,12.3563,0,0,2.2438,12.7293,54.5233,12.6859,6.86512,6.31591,1.86375,4.42222,0.288576,0.500311,11.0629,7.82181,3.12665,2.50166,1.31773,0.202902,0.0811068,0.12179496884346008,0.25576,1.344,0.295089,0.706469,,,4.58037,0.00424787,0.0115419,999,0.867785,-0.641071,1.16268,"22175"
"Adam Cimber","LAA",2.40354,3.15397,0,4.57896,43.4305,0,0.604008,7.3562,43.4767,187.005,45.2272,24.0432,22.1198,5.98534,11.5729,0.664643,4.12213,31.7032,6.5628,2.39567,2.73945,1.23901,0.169532,0.0618854,0.10764633119106293,0.264009,1.30645,0.29368,0.676506,,,4.66931,0.00374018,-0.0280434,999,2.13166,-0.0686684,0.691845,"15288"
"Colton Gordon","HOU",0.545632,0.334464,0,4.27233,6.52385,0,0,0.610412,6.68085,28.3819,6.30974,3.4472,3.17142,0.981939,2.47004,0,0.227634,6.45465,8.69527,3.32747,2.61318,1.3228,0.227421,0.0870287,0.1403927579522133,0.245666,1.31417,0.291972,0.720126,,,4.44485,0.00352282,0.0770825,999,0.482044,1.91797,1.23376,"sa3019426"
"Jay Groome","SDP",1.21107,1.58,0.785769,4.96484,9.35377,3.08786,0,0.762493,22.4674,100.641,22.5032,13.4719,12.3941,3.37132,11.8559,0.162673,1.12642,18.8832,7.56423,4.74925,1.59272,1.35049,0.187629,0.117804,0.06982502341270447,0.256715,1.52929,0.292518,0.704716,,,5.2583,0.00320905,0.0635175,999,3.75805,-1.76374,0.816099,"sa917925"
"Ronny Henriquez","MIN",0.504656,0.534744,0,4.67253,8.18994,0,0,0.53536,9.50946,41.6572,9.23537,5.36634,4.93703,1.05658,4.27336,0.15588,0.571096,8.39048,7.94097,4.04442,1.96344,0.999975,0.201417,0.102584,0.09883337467908859,0.250874,1.42056,0.29887,0.676868,,,4.46309,0.00313857,0.0349744,999,1.89041,-0.0359863,1.16016,"24094"
"Cody Bolton","SEA",1.05979,0.927279,0,4.56356,19.0301,0,0,1.15875,21.9435,95.1876,21.222,12.0942,11.1267,2.62221,9.32322,0.237935,1.0063,20.8439,8.54901,3.82387,2.2357,1.07548,0.218977,0.0979458,0.12103115767240524,0.250088,1.39199,0.302967,0.68657,,,4.32094,0.00192867,-0.0618147,999,1.92974,-0.896734,0.938018,"23265"
"Juan Then","CHW",0.503976,0.520071,0,5.42037,10.3156,0,0,0,11.8756,56.1867,15.9515,7.77417,7.15223,1.12924,5.79597,0,0,8.10456,6.14209,4.39251,1.39831,0.855799,0.144243,0.103156,0.041087813675403595,0.316556,1.83127,0.36014,0.692895,,,4.59046,0.000192244,-0.140526,999,3.29139,0.62789,0.978904,"22828"
"Kyle Muller","OAK",2.18094,4.15375,1.04849,5.00264,41.303,5.56047,0,3.18564,65.0852,289.408,68.1111,39.3234,36.1776,8.98745,30.0512,0.762171,2.49874,55.026,7.60901,4.15548,1.83108,1.24279,0.190133,0.103837,0.08629629760980606,0.26517,1.50821,0.306587,0.687532,,,4.85962,0.000010279,-0.26147,999,7.74584,-0.688512,0.536893,"20167"
"Justin Bruihl",,0.268185,0.553235,0,4.75519,8.53932,0,0.000966061,0.777507,8.73588,38.3133,8.86699,5.017,4.61564,1.18776,3.45302,0.391149,0.65924,6.91053,7.11946,3.55741,2.0013,1.22367,0.180369,0.0901258,0.09024319797754288,0.259261,1.41028,0.294192,0.685268,,,4.85265,-0.00165369,0.0214417,999,1.60601,0.885672,1.19461,"23779"
"José Castillo","ARI",0.423664,0.443579,0,4.67775,6.6815,0,0,0.816007,6.41513,28.9244,6.19503,3.6242,3.33427,0.62904,3.16798,0.0741468,0.957459,6.52411,9.15288,4.44446,2.05939,0.882501,0.225558,0.109526,0.11603129655122757,0.249811,1.45952,0.315429,0.676558,,,4.42503,-0.00190282,-0.066528,999,1.18469,-0.0061958,1.20408,"17169"
"Ryan Loutos","STL",1.35722,1.43448,0,4.45708,30.6666,0,0,1.97222,31.489,137.416,31.5883,16.9504,15.5943,3.86971,13.177,0,1.33276,25.4886,7.285,3.76618,1.93432,1.10602,0.185485,0.0958914,0.08959326893091202,0.257011,1.42162,0.296303,0.706901,,,4.6161,-0.00210063,-0.00306079,999,0.308109,0.0348775,0.803338,"sa3016850"
"Tyler Samaniego","PIT",0.936175,0.926991,0,4.57104,14.8509,0,0,1.20324,15.2317,67.4062,15.0526,8.40876,7.73606,1.76319,7.36718,0,0.814562,12.9201,7.63412,4.35307,1.75373,1.04182,0.191675,0.109295,0.08237940818071365,0.254162,1.47192,0.298362,0.70226,,,4.67488,-0.0026979,0.039007,999,0.338807,1.93797,1.02844,"sa3017876"
"Sam Long","KCR",0.746952,0.39955,0,4.96006,8.2454,0.426989,0.100245,0.952852,12.4459,55.1345,13.4482,7.45562,6.85917,1.44681,5.1438,0.449479,0.449335,9.07846,6.56489,3.71963,1.76493,1.04623,0.16466,0.0932955,0.07136467099189758,0.271454,1.49382,0.307601,0.672225,,,4.65558,-0.0030428,-0.042546,999,2.31596,-0.277407,1.06509,"25379"
"Dugan Darnell","COL",0.16501,0.62877,0,5.24822,7.52095,0,0,0.85998,7.74002,34.3378,8.22148,4.90596,4.51348,1.24365,3.34458,0.151048,0.325716,6.91869,8.04496,3.88904,2.06863,1.4461,0.201489,0.0974022,0.10408657044172287,0.268084,1.49432,0.310054,0.677877,,,4.97867,-0.00337251,0.0077175,999,0.639433,0.931236,1.17489,"sa3014876"
"Drew Pomeranz","LAA",0.870624,1.28426,0,4.40906,19.225,0,0,0,19.7327,86.0109,18.354,10.5076,9.66699,2.81032,9.65495,0.448722,0.777093,20.3841,9.2971,4.40357,2.11126,1.28177,0.236995,0.112253,0.12474223971366882,0.242845,1.41941,0.296722,0.726966,,,4.62647,-0.00363278,-0.00517091,999,1.72619,1.03103,0.980555,"11426"
"Shawn Dubin","HOU",1.04128,1.51933,0.099548,4.29369,20.8352,0.437579,0,1.07877,27.1143,118.21,24.8068,14.0604,12.9356,3.37178,13.1161,0.255482,1.65527,28.5216,9.46712,4.3536,2.17455,1.11919,0.24128,0.110956,0.13032366335391998,0.239822,1.39863,0.299602,0.718697,,,4.40218,-0.00379172,0.0497384,999,4.07695,-1.68996,0.887054,"24977"
"Roddery Muñoz","MIA",0.705649,0.943375,0,4.60205,17.3838,0,0,1.52581,17.8859,78.6371,17.7442,9.94105,9.14577,2.34343,8.13546,0.318165,0.888283,16.7374,8.42209,4.09368,2.05734,1.17919,0.212844,0.103456,0.10938799381256104,0.254897,1.44693,0.30477,0.705284,,,4.60029,-0.00384511,-0.00156173,999,1.02036,0.228709,1.00049,"sa3008104"
"Devin Sweet",,0.483488,0.281977,0,4.6263,10.9714,0,0,1.27769,11.9662,51.5904,11.8437,6.68592,6.15104,1.85427,4.18052,0.122293,0.864115,10.7021,8.04921,3.14423,2.55999,1.39462,0.207443,0.0810329,0.12641052901744843,0.254452,1.33912,0.293897,0.695422,,,4.7455,-0.00411634,-0.0483435,999,1.08499,0.00259826,1.15066,"25348"
"Randy Rodríguez","SFG",0.681593,0.573797,0,4.72164,16.7892,0,0,0.765359,19.1994,86.2364,17.6281,10.9484,10.0725,2.08893,11.7327,0.350768,1.19727,19.7469,9.25666,5.49989,1.68306,0.979219,0.228986,0.136053,0.09293302893638611,0.240472,1.52926,0.301905,0.696483,,,4.63281,-0.00476682,-0.0593487,999,2.01545,0.189376,0.922687,"sa3006366"
"Thomas Hatch","PIT",1.51717,1.32916,0,5.40162,17.3059,1.83354,0,4.60943,25.5849,118.489,30.8942,16.6908,15.3555,3.72511,11.5115,0.56321,1.88676,22.6976,7.98434,4.0494,1.97173,1.31038,0.191559,0.0971529,0.09440655261278152,0.293977,1.65745,0.345365,0.691436,,,4.94455,-0.00503755,-0.130629,999,3.49154,0.0329441,0.630543,"19264"
"Tayler Scott","HOU",0.586915,0.192903,0,4.49464,11.3932,0.100767,0,0.714798,11.9246,51.7705,11.5962,6.47305,5.9552,1.59785,4.76744,0.533925,0.825407,11.6508,8.79332,3.59818,2.44383,1.20596,0.225047,0.092088,0.13295911997556686,0.251122,1.37226,0.303634,0.700137,,,4.44996,-0.00595889,0.0446367,999,1.2865,-2.08914,1.13476,"13652"
"Spenser Watkins","WSN",0.966537,1.6717,0.30242,5.7881,7.13666,2.06741,0,0,20.8087,93.9114,24.7428,14.5462,13.3825,3.38419,8.13862,0.245031,0.684716,14.1237,6.10868,3.52005,1.7354,1.4637,0.150394,0.0866627,0.06373150646686554,0.290791,1.58018,0.316049,0.651489,,,5.28386,-0.0059934,-0.176482,999,3.61536,0.350055,0.783623,"17489"
"Grant Holmes","ATL",0.492448,0.47284,0,4.77562,6.94996,0,0,0.597961,7.12365,31.214,7.38387,4.10868,3.77998,1.04614,2.85833,0.125304,0.313233,6.52525,8.24398,3.61121,2.28289,1.32169,0.209049,0.091572,0.1174766793847084,0.26331,1.43777,0.309595,0.69877,,,4.6678,-0.00623094,-0.00772767,999,1.06482,-2.34893,1.19078,"sa828669"
"Nick Avila","SFG",0.611621,0.578053,0,4.68296,6.40962,0,0,0.62375,6.54235,28.6795,6.87648,3.70019,3.40418,0.88203,2.64108,0,0.189113,5.21357,7.17206,3.6332,1.97403,1.21337,0.181787,0.0920894,0.08969806879758835,0.266022,1.45476,0.30346,0.70235,,,4.71167,-0.00782846,-0.0166581,999,0.459708,3.35419,1.19773,"sa3011532"
"Matt Bush",,0.834223,1.23433,0,4.41791,24.6886,0.41894,0.47251,2.22029,25.0363,105.969,22.6539,13.3585,12.2898,4.22573,9.68004,0.27289,1.02981,26.2013,9.41878,3.47976,2.70673,1.51906,0.247254,0.0913479,0.1559060662984848,0.237813,1.29148,0.284244,0.71828,,,4.63949,-0.00868616,0.0681547,999,1.1584,-0.329997,0.989582,"1246"
"Dan Altavilla","KCR",0.648529,1.15586,0,4.80459,14.2513,0,0,1.08675,14.9018,65.9199,14.9254,8.64698,7.95523,2.00891,7.0449,0.229032,0.734426,14.2249,8.59117,4.2548,2.01917,1.21329,0.21579,0.106871,0.10891954600811005,0.256712,1.47434,0.308219,0.69545,,,4.66454,-0.0090132,-0.0780164,999,1.96098,0.315636,1.02446,"16507"
"Nicholas Padilla","CHW",0.647069,1.9119,0,4.61652,13.907,0,0,0.867931,16.2465,75.3031,17.2304,9.05823,8.33357,1.90589,10.3583,0.209468,0.599611,15.7766,8.73968,5.73813,1.52309,1.0558,0.209508,0.137554,0.07195323705673218,0.267781,1.69813,0.32841,0.743585,,,4.86136,-0.00904198,-0.0239499,999,3.05062,-0.468897,0.949065,"21327"
"Zach McCambley","MIA",0.495686,0.509248,0,4.73887,7.88469,0,0,0.606111,8.07415,35.4642,8.17008,4.62106,4.25138,1.10549,3.36647,0.142691,0.512563,7.21572,8.04313,3.75249,2.14341,1.23226,0.203465,0.0949259,0.10853920876979828,0.258669,1.42882,0.303672,0.69232,,,4.68888,-0.00958935,-0.0550333,999,0.62073,1.31764,1.17868,"sa3014478"
"Matt Krook","BAL",0.693576,0.704594,0,4.49428,20.7344,0,0,1.15547,22.4507,99.8123,19.9843,12.186,11.2111,2.41987,13.7908,0.229838,0.929994,23.2784,9.33179,5.52843,1.68796,0.97007,0.233222,0.138167,0.09505422413349152,0.234857,1.50441,0.295732,0.710466,,,4.5496,-0.00960465,0.00424071,999,2.02835,-1.13998,0.904948,"19315"
"Geoff Hartlieb","COL",0.617802,0.863946,0,5.29066,14.1672,0,0,1.73195,15.7411,71.1124,17.0619,10.0581,9.25341,2.40473,7.51946,0.21168,0.881933,12.9351,7.39567,4.29927,1.72022,1.37491,0.181897,0.105741,0.07615607976913452,0.272071,1.5616,0.30941,0.684585,,,5.19871,-0.0100438,0.01544,999,0.823397,2.13978,0.95077,"19558"
"Max Castillo","PHI",0.533245,0.727986,0,4.81276,13.3536,0.309148,0,0.596226,17.4558,75.5744,18.1602,10.1462,9.3345,2.93341,5.71353,0.433211,1.07891,13.6628,7.04436,2.94583,2.3913,1.51243,0.180786,0.0756014,0.1051841601729393,0.264026,1.36767,0.29178,0.694469,,,5.04162,-0.0106623,-0.0550582,999,2.28042,-0.763545,1.0537,"21956"
"Frank German","BOS",0.388108,0.614771,0,4.91442,8.72154,0,0,0.676828,8.928,39.4455,8.96969,5.29903,4.87511,1.22552,4.15107,0,0.433556,8.40422,8.472,4.18455,2.02459,1.23541,0.213059,0.105236,0.10782346874475479,0.257299,1.46962,0.306929,0.685814,,,4.69739,-0.0106838,0.0158655,999,0.712953,-1.26188,1.15154,"24750"
"Yosver Zulueta","TOR",1.22076,1.2044,0,4.38653,20.6543,0,0,0.94576,21.8493,97.2495,19.8271,11.5752,10.6492,2.54687,12.2211,0,1.8383,21.9592,9.04526,5.03402,1.79683,1.04909,0.225803,0.125667,0.10013523697853088,0.238335,1.46678,0.294462,0.718789,,,4.69074,-0.0107133,-0.0258893,999,1.32509,-0.373508,0.906267,"sa3014869"
"Chih-Jung Liu","BOS",0.134915,0.521056,0,4.88338,7.11997,0,0,1.01531,7.33171,32.2851,7.51875,4.3241,3.97817,1.05641,3.24757,0,0.256803,6.66538,8.18205,3.98654,2.05242,1.29679,0.206454,0.10059,0.10586358606815338,0.261243,1.46846,0.30687,0.693656,,,4.74388,-0.0118939,0.00183711,999,0.650271,-0.602878,1.2051,"sa3014675"
"Jacob Webb","BAL",2.77164,2.43108,0,4.29754,50.287,0,0.376067,10.0307,52.6379,228.238,47.7823,27.3205,25.1348,7.11964,25.0371,2.30362,2.7683,52.6723,9.00589,4.28083,2.10377,1.21731,0.230779,0.109697,0.1210811659693718,0.238397,1.3834,0.289126,0.723907,,,4.59679,-0.0122572,0.106583,999,2.83707,-1.49431,0.462381,"19274"
"Denyi Reyes","NYM",0.725314,1.36868,0.606886,5.03077,17.9101,1.93589,0,3.03165,29.0642,126.676,32.0152,17.6589,16.2462,5.18084,9.25674,0.247376,1.11779,22.2311,6.88405,2.86643,2.40161,1.60429,0.175496,0.0730741,0.10242151468992233,0.275278,1.42002,0.301884,0.694119,,,5.11342,-0.012333,-0.0971265,999,3.7372,-0.544865,0.810341,"20526"
"Jordan Leasure","CHW",0.799995,1.12712,0,4.43291,18.2143,0,0,1.28356,18.8774,81.3253,17.3053,10.1065,9.29796,2.93249,8.56306,0,0.712625,19.6148,9.35157,4.08254,2.29063,1.3981,0.241189,0.105294,0.1358950436115265,0.240186,1.37034,0.290346,0.724256,,,4.67048,-0.0126632,0.0398364,999,0.834368,0.902699,1.01843,"sa3017607"
"Carl Edwards Jr.",,1.50551,1.43999,0,4.23425,24.4146,0,0.578009,4.71157,25.1702,109.516,24.4533,12.8716,11.8418,3.28011,11.145,0.659706,0.923984,21.8446,7.8109,3.98506,1.96005,1.17286,0.199466,0.101766,0.09770002216100693,0.25094,1.4143,0.292762,0.732974,,,4.65189,-0.0136645,0.0681547,999,0.873706,0.142461,0.915998,"13607"
"Duane Underwood Jr.","NYY",0.898204,1.16986,0,4.82694,17.0752,0.000656973,0.157325,2.08658,19.2509,83.5848,19.331,11.2226,10.3248,2.47706,7.46561,0.255648,0.9607,15.9707,7.4665,3.49026,2.13924,1.15805,0.191072,0.0893178,0.10175453126430511,0.257203,1.39197,0.297191,0.667591,,,4.58169,-0.0149936,-0.0593487,999,1.70207,-1.09018,0.981127,"14677"
"Jacob Barnes","WSN",1.03246,1.39171,0,4.9228,23.4742,0,0,1.95437,25.094,109.923,26.5986,14.9195,13.7259,3.49476,9.19691,0.249758,1.35446,19.5495,7.01144,3.29848,2.12566,1.2534,0.177848,0.083667,0.09418052434921265,0.267669,1.42645,0.302695,0.675538,,,4.76883,-0.0153628,-0.130009,999,1.69687,-0.293942,0.853043,"12323"
"Dylan Dodd","ATL",1.33739,1.45992,1.04852,5.39005,9.78822,3.30618,0,0.17494,23.105,102.412,26.9957,15.0407,13.8374,4.08643,7.64306,0.439118,0.769141,16.7502,6.52463,2.97718,2.19155,1.59177,0.163556,0.0746303,0.08892583101987839,0.287188,1.49919,0.313124,0.677717,,,5.19661,-0.0163016,-0.0450753,750.0700073242188,3.53879,-0.875846,0.780657,"29928"
"Josh Winder","MIN",2.35031,2.29461,0.147096,4.5745,26.4068,0.655103,0.181306,1.06839,34.7061,151.511,36.1964,19.1742,17.6403,4.94056,13.4146,0.253063,1.25196,29.7905,7.72529,3.47869,2.22075,1.28119,0.196623,0.0885393,0.10808400064706802,0.264508,1.42946,0.306091,0.712901,,,4.6567,-0.0163579,0.028432,999,3.62971,-1.88871,0.653387,"24606"
"Kevin Kopps","SDP",0.189585,0.277647,0,4.52706,10.1085,0,0,1.12178,10.3413,45.8535,10.1498,5.65409,5.20176,1.22399,4.98689,0,0.726969,8.72936,7.5971,4.34006,1.75046,1.06523,0.190375,0.108757,0.08161784708499908,0.252862,1.46371,0.29569,0.706439,,,4.76304,-0.0168586,-0.0520441,999,0.54237,-0.3327,1.17163,"sa3017005"
"Travis MacGregor","LAA",0.107627,0.13381,0,4.7621,5.8032,0,0,0.907026,5.952,26.5035,5.93096,3.42319,3.14934,0.809279,2.70754,0,0.604203,5.20914,7.87672,4.09406,1.92394,1.22371,0.196545,0.102158,0.09438764303922653,0.255736,1.45136,0.298235,0.694864,,,4.94146,-0.0170162,0.0304801,999,0.584426,-0.136444,1.24106,"sa917950"
"Ricky Vanasco","LAD",0.911299,0.940074,0,4.49333,17.594,0,0,1.45618,18.0398,79.0003,17.1381,9.7897,9.00653,2.5377,8.65185,0,0.894973,17.7806,8.87067,4.31638,2.05512,1.26605,0.22507,0.109517,0.11555290967226028,0.246756,1.42961,0.297146,0.719527,,,4.70015,-0.0178886,-0.0145837,999,0.475252,0.182077,0.994697,"sa3004863"
"Yohan Ramirez","NYM",1.36777,1.13351,0,4.36344,22.6821,0,0.155847,1.4265,25.2895,112.802,23.1659,13.3272,12.261,2.85843,13.0263,0.572351,3.26991,25.5966,9.1093,4.63577,1.965,1.01726,0.226917,0.115479,0.11143773049116135,0.240047,1.43111,0.298418,0.710305,,,4.63328,-0.018115,0.0681547,999,1.76127,-0.441112,0.865013,"19444"
"Logan Gillaspie","SDP",0.675614,0.742182,0,4.47218,14.498,0,0,2.40288,13.8129,59.6699,14.2158,7.46059,6.86374,2.01901,4.46982,0.150276,0.926915,11.7313,7.64371,2.91238,2.62455,1.31552,0.196603,0.0749092,0.12169387936592102,0.261931,1.35277,0.300986,0.707802,,,4.62874,-0.0183191,0.0661316,999,1.11581,-0.184468,1.12081,"22461"
"Wily Peralta",,0.50308,0.709601,0.273594,3.65232,8.41726,0.812123,0,1.30287,14.2312,63.8008,14.5634,6.27739,5.7752,1.86506,7.45591,0,0.511127,10.4825,6.6293,4.71523,1.40593,1.17949,0.164301,0.116862,0.047438494861125946,0.260834,1.54726,0.292008,0.811094,,,5.16506,-0.018431,0.240077,999,5.46599,-0.543363,1.1517,"7738"
"Erik Sabrowski","CLE",0.729897,0.688295,0,4.48179,9.0419,0,0,0.862846,9.24655,40.7037,8.49431,5.00496,4.60456,1.19368,5.09141,0,0.302996,9.33208,9.08325,4.95565,1.83291,1.16185,0.229269,0.125085,0.10418391227722168,0.240569,1.46927,0.294576,0.720191,,,4.66496,-0.0184708,-0.0234164,999,0.463934,-0.0388236,1.13821,"sa3015121"
"Matt Foster","CHW",0.400334,0.467087,0,4.6966,12.8848,0,0.175234,1.54446,13.3322,56.878,13.0657,7.56232,6.95733,2.26901,4.72704,0.202304,0.421927,12.5679,8.48404,3.19102,2.65872,1.53171,0.220962,0.0831084,0.13785363733768463,0.252579,1.33457,0.292655,0.69994,,,4.74079,-0.018734,-0.0873434,999,1.21603,-0.514264,1.13351,"19647"
"Gus Varland","LAD",1.51791,1.51041,0,4.94215,23.2951,0,0,0.968715,26.6506,117.266,26.8566,15.9071,14.6346,3.67168,11.6575,0.770519,1.46503,25.9234,8.75444,3.93677,2.22376,1.23994,0.221065,0.0994106,0.1216549202799797,0.257882,1.44515,0.311006,0.677387,,,4.57781,-0.0201356,-0.12062,999,1.67489,-0.891225,0.741451,"24737"
"Madison Bumgarner",,2.61274,5.48521,1.36032,5.56635,10.6004,10.6004,0,0,57.8573,257.084,64.7866,38.8954,35.7838,11.0562,21.0689,0.315456,3.4425,39.0418,6.07315,3.27737,1.85305,1.71985,0.151864,0.0819532,0.06991048902273178,0.278565,1.48392,0.294454,0.667267,,,5.66064,-0.0209517,-0.0937958,999,2.43064,-1.33512,0.592062,"5524"
"Casey Legumina","CIN",1.2978,0.915673,0,5.01817,25.1703,0,0,1.4062,27.7396,122.655,29.5224,16.8118,15.4669,4.5299,11.6706,0.32577,1.01709,25.5595,8.29269,3.78647,2.19008,1.46971,0.208386,0.0951497,0.11323611438274384,0.268466,1.48499,0.312885,0.699581,,,4.90729,-0.0209766,-0.0688266,999,1.51874,0.601499,0.715423,"25921"
"José Marte","LAA",0.451697,0.531823,0,5.20414,12.1717,0,0,1.13466,12.0817,53.3329,10.3989,7.59361,6.98612,1.50091,7.44304,0.184408,0.453947,12.5876,9.37685,5.54451,1.69119,1.11807,0.23602,0.139558,0.09646183252334595,0.228869,1.47677,0.28385,0.651073,,,4.74717,-0.0218086,-0.13466,999,1.20693,-0.50296,1.05789,"21761"
"McKinley Moore","NYY",0.753026,0.894946,0,4.85349,17.5946,0,0,1.01389,18.9235,86.1918,17.1134,11.0924,10.205,2.44535,11.3759,0,2.82434,19.8009,9.41726,5.41035,1.7406,1.163,0.22973,0.131983,0.09774719178676605,0.237713,1.50549,0.294862,0.694048,,,5.09341,-0.0224686,-0.0444044,999,1.86817,-0.204096,0.914107,"25663"
"Chris Rodriguez","ARI",0.411356,0.984379,0,4.43527,15.0555,0,0,0.983289,16.0449,71.5234,15.9701,8.59464,7.90706,1.8854,7.98922,0,1.03373,14.743,8.26972,4.48135,1.84536,1.05757,0.206129,0.111701,0.09442777931690216,0.25552,1.49326,0.307044,0.720679,,,4.63199,-0.0243752,-0.0143098,999,1.28956,-0.404395,1.05532,"22310"
"Chase Anderson","PIT",2.08749,4.02308,1.93287,5.58482,11.2979,9.51593,0.273296,0,49.5452,220.286,52.5133,33.418,30.7446,9.38743,20.9875,0.276055,3.10381,38.3326,6.9632,3.81243,1.82645,1.70525,0.174013,0.095274,0.07873896509408951,0.267659,1.48351,0.29046,0.66408,,,5.62955,-0.0246162,-0.0400746,999,2.11469,0.397386,0.51373,"6895"
"Luke Albright","ARI",0.0472325,0.413265,0.41991,5.32957,1.33862,1.18005,0,0,6.15253,28.0451,6.71834,3.96019,3.64337,1.17949,3.17829,0,0.306089,4.85457,7.10133,4.64924,1.52742,1.72538,0.173099,0.113328,0.0597711056470871,0.27354,1.60855,0.298967,0.719976,,,5.86818,-0.0247959,-0.00237191,999,0.471472,0.992278,1.20077,"sa3017592"
"Christian Roa","CIN",0.758639,0.777931,0,4.8753,11.4069,0.0283011,0,0.831855,12.7899,57.2655,11.7955,7.53073,6.92827,2.08029,7.63896,0.20903,0.740322,14.1295,9.94268,5.3754,1.84966,1.46386,0.246737,0.133396,0.11334134638309479,0.241286,1.51952,0.297317,0.720476,,,5.12547,-0.0256274,-0.0419403,999,1.40617,-0.839802,1.02272,"sa3014477"
"Sam Bachman","LAA",2.01023,2.81656,0.458392,4.72513,29.8163,1.44118,0.0992677,2.44908,37.7499,169.569,37.3599,21.5426,19.8192,4.28862,20.4606,1.20119,2.27396,32.8288,7.82676,4.87803,1.60449,1.02246,0.193602,0.120662,0.07293930649757385,0.254435,1.53167,0.301423,0.700122,,,4.79936,-0.0271463,-0.0461867,999,1.74798,-0.158803,0.568145,"29754"
"Rony García",,0.739678,0.769302,0.0711636,5.03055,7.47832,1.35339,0.269402,0.874822,12.3875,53.8014,11.708,7.52609,6.924,2.11511,5.45241,0.207973,0.71721,11.3723,8.26238,3.96138,2.08573,1.53671,0.211375,0.101343,0.11003171652555466,0.245802,1.3853,0.28095,0.678509,,,5.1328,-0.0274855,-0.0910342,999,6.37394,-0.974097,1.08417,"20430"
"Victor Mederos","LAA",0.829413,1.14914,0.422609,4.85348,13.0605,0.577926,0,0.479266,16.1923,72.5554,16.4024,9.4914,8.73209,2.34096,7.46076,0.159804,1.73476,14.786,8.21836,4.14684,1.98184,1.30116,0.203789,0.102828,0.10096045583486557,0.258876,1.47373,0.304142,0.698138,,,5.01187,-0.0275411,0.0298159,999,2.57201,-1.44596,0.986778,"31533"
"Justin Slaten","NYM",2.13372,2.31787,0,5.02709,36.4505,0,0,4.58506,40.8384,179.238,40.2367,24.7945,22.8109,6.54006,18.8348,0.680217,1.7355,44.4363,9.7929,4.15083,2.35926,1.4413,0.247917,0.105083,0.14283454418182373,0.25359,1.44647,0.312899,0.686702,,,4.67182,-0.0278922,-0.252437,999,3.0675,-1.01206,0.426612,"sa3010309"
"Erich Uelmen","PHI",0.722317,0.712357,0,5.81786,9.3709,0,0.0932996,0.741981,11.2736,50.2965,11.0792,7.92128,7.28757,1.29484,5.693,0.122192,0.830905,8.80608,7.03013,4.54487,1.54683,1.03371,0.175083,0.113189,0.06189451366662979,0.253108,1.48775,0.290582,0.591663,,,4.92199,-0.0280324,-0.183035,999,0.110164,1.85952,1.03664,"20323"
"John Curtiss",,0.916116,0.526848,0,5.14197,17.755,0.110945,0,1.14114,19.5277,85.5078,20.5657,12.1269,11.1568,3.58492,7.70227,0.248741,0.609438,16.8775,7.77855,3.54985,2.19123,1.65223,0.19738,0.0900769,0.10730266571044922,0.266409,1.44758,0.299307,0.694265,,,5.18994,-0.0288605,0.0622827,999,1.88345,0.75799,0.909276,"16128"
"Jeurys Familia",,0.993399,1.1826,0,4.92148,17.9468,0,0.261824,1.14848,17.8665,80.4562,18.4199,10.6195,9.76996,2.34853,9.21503,0.350243,1.0084,16.0223,8.07101,4.64194,1.73871,1.18304,0.199143,0.114535,0.08460848033428192,0.262269,1.54674,0.309887,0.698871,,,4.88695,-0.0295623,-0.113372,999,2.31633,-1.17994,0.914711,"5114"
"Brandon Hughes","ARI",0.556381,0.896693,0,4.18046,13.7387,0,0.340832,0.868803,14.0722,60.1904,12.6694,7.10487,6.53648,2.2564,5.85056,0.592118,0.861035,15.2961,9.78277,3.74177,2.61448,1.4431,0.254129,0.0972009,0.1569284051656723,0.236904,1.31606,0.289842,0.743121,,,4.59639,-0.0315178,0.0739802,999,1.39006,0.944216,1.14669,"23460"
"Yoendrys Gómez","NYY",0.719772,0.544911,0.156097,4.33895,15.4264,0.213466,0,0.932147,16.9202,73.8865,15.5451,8.86667,8.15734,2.38695,7.15942,0.167273,2.11333,17.351,9.22915,3.80816,2.42352,1.26964,0.234833,0.0968975,0.13793593645095825,0.240586,1.34186,0.293214,0.714662,,,4.68212,-0.032183,0.0304016,999,0.866844,-0.573979,1.07588,"22872"
"Kyle Nicolas","PIT",0.913289,0.875077,0,4.68709,21.5539,0,0,3.25613,24.2339,106.736,22.7197,13.7182,12.6207,3.43533,11.7612,0.265812,1.97715,25.6571,9.52853,4.3679,2.18149,1.27581,0.240378,0.11019,0.1301882192492485,0.244303,1.42284,0.301763,0.699755,,,4.68115,-0.0321869,-0.0544425,999,1.33378,-0.740002,0.865591,"27775"
